train/RL_loss,time/fps,train/critic_loss,train/MSE_losses,train/MSE_loss,train/Main_losses,time/total_timesteps,train/Beta,train/ent_coef_loss,train/n_updates,time/time_elapsed,train/critic_los,train/loss,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/actor_loss,train/ent_coef,rollout/ep_len_mean
10.48727798461914,87,0.28599435091018677,2.8834896087646484,2.8834896087646484,10.48727798461914,45600,0,2.107059955596924,45499,519,0.28599435091018677,10.48727798461914,-136.34476718,228,0.001,10.48727798461914,0.010019478388130665,200.0
14.427974700927734,87,0.6871824264526367,2.568990707397461,2.568990707397461,14.427974700927734,46400,0,0.09251117706298828,46299,528,0.6871824264526367,14.427974700927734,-137.38426751000003,232,0.001,14.427974700927734,0.0193465668708086,200.0
13.77414321899414,87,0.9614920020103455,2.6487507820129395,2.6487507820129395,13.77414321899414,47200,0,-1.1321018934249878,47099,538,0.9614920020103455,13.77414321899414,-133.88528920000002,236,0.001,13.77414321899414,0.020172711461782455,200.0
11.807364463806152,87,0.352975070476532,2.994241952896118,2.994241952896118,11.807364463806152,48000,0,-1.01837158203125,47899,547,0.352975070476532,11.807364463806152,-137.398956,240,0.001,11.807364463806152,0.01713348552584648,200.0
17.997718811035156,87,1.4431636333465576,2.657839059829712,2.657839059829712,17.997718811035156,48800,0,1.644535779953003,48699,556,1.4431636333465576,17.997718811035156,-138.31838588,244,0.001,17.997718811035156,0.012654174119234085,200.0
13.21823501586914,87,0.6379110217094421,2.9965028762817383,2.9965028762817383,13.21823501586914,49600,0,1.5138015747070312,49499,565,0.6379110217094421,13.21823501586914,-140.56115813999997,248,0.001,13.21823501586914,0.01661348156630993,200.0
9.492254257202148,87,0.6652473211288452,3.028326988220215,3.028326988220215,9.492254257202148,50400,0,0.5149303674697876,50299,574,0.6652473211288452,9.492254257202148,-142.91886261,252,0.001,9.492254257202148,0.01634128764271736,200.0
9.855123519897461,87,0.8789371252059937,2.5976133346557617,2.5976133346557617,9.855123519897461,51200,0,-2.016023635864258,51099,583,0.8789371252059937,9.855123519897461,-140.71981072,256,0.001,9.855123519897461,0.013414028100669384,200.0
14.134727478027344,87,0.3932545781135559,2.4165546894073486,2.4165546894073486,14.134727478027344,52000,0,-1.940411925315857,51899,592,0.3932545781135559,14.134727478027344,-138.65912523,260,0.001,14.134727478027344,0.005549759604036808,200.0
12.108962059020996,87,0.1724991798400879,2.5344314575195312,2.5344314575195312,12.108962059020996,52800,0,0.43051016330718994,52699,601,0.1724991798400879,12.108962059020996,-137.70058124000002,264,0.001,12.108962059020996,0.005974579136818647,200.0
6.327834606170654,87,0.26431262493133545,2.2866363525390625,2.2866363525390625,6.327834606170654,53600,0,0.3406063914299011,53499,610,0.26431262493133545,6.327834606170654,-137.98518513000002,268,0.001,6.327834606170654,0.008326822891831398,200.0
16.683609008789062,87,0.6640084981918335,1.8968019485473633,1.8968019485473633,16.683609008789062,54400,0,0.9584887027740479,54299,620,0.6640084981918335,16.683609008789062,-141.2796147,272,0.001,16.683609008789062,0.00938873365521431,200.0
12.530818939208984,87,0.5861774682998657,2.5371766090393066,2.5371766090393066,12.530818939208984,55200,0,-2.398437261581421,55099,629,0.5861774682998657,12.530818939208984,-142.37493064999998,276,0.001,12.530818939208984,0.017108095809817314,200.0
16.93848419189453,87,0.628717303276062,2.212315082550049,2.212315082550049,16.93848419189453,56000,0,-0.6891788244247437,55899,638,0.628717303276062,16.93848419189453,-143.96033793,280,0.001,16.93848419189453,0.011375281028449535,200.0
13.960958480834961,87,0.2753300964832306,2.122666835784912,2.122666835784912,13.960958480834961,56800,0,0.26756519079208374,56699,647,0.2753300964832306,13.960958480834961,-146.39928536,284,0.001,13.960958480834961,0.008767685852944851,200.0
12.627095222473145,87,0.355634868144989,1.8590364456176758,1.8590364456176758,12.627095222473145,57600,0,1.7450835704803467,57499,656,0.355634868144989,12.627095222473145,-143.5940127,288,0.001,12.627095222473145,0.010452879592776299,200.0
16.48574447631836,87,1.9708619117736816,1.9142711162567139,1.9142711162567139,16.48574447631836,58400,0,0.8330236673355103,58299,665,1.9708619117736816,16.48574447631836,-145.98670665,292,0.001,16.48574447631836,0.01137650664895773,200.0
12.883636474609375,87,0.2922036945819855,2.2215309143066406,2.2215309143066406,12.883636474609375,59200,0,0.2280300259590149,59099,674,0.2922036945819855,12.883636474609375,-143.70429461,296,0.001,12.883636474609375,0.00980081781744957,200.0
10.526710510253906,87,0.39123111963272095,1.9578782320022583,1.9578782320022583,10.526710510253906,60000,0,0.2990269660949707,59899,683,0.39123111963272095,10.526710510253906,-137.83368556,300,0.001,10.526710510253906,0.008841192349791527,200.0
