time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/actor_loss,train/critic_loss,train/RL_loss,train/Beta,train/critic_los,train/loss,train/n_updates,train/MSE_losses,train/learning_rate,train/Main_losses,train/MSE_loss
1084,486.81,1548,486.81,163,253030,-90.68254385375977,0.35718518858775494,-88.55593872070312,-0.0,0.03928032144904137,-88.55593872070312,252436,0.6586181650161743,0.001,-90.68254385375977,0.6480528712272644
1088,485.44,1559,485.44,163,254893,-90.82117324829102,0.2544773456119001,-88.33185577392578,-0.0,0.1367831528186798,-88.33185577392578,254299,0.7110433449745178,0.001,-90.82117324829102,0.6369518637657166
1092,485.44,1571,485.44,163,256893,-90.84513284301758,0.2951645412221551,-94.58734130859375,-0.0,0.034514013677835464,-94.58734130859375,256299,0.6847910647392272,0.001,-90.84513284301758,0.6288762092590332
1096,485.44,1584,485.44,163,258893,-91.16815188598633,0.3475983835197985,-89.6795425415039,-0.0,1.5600790977478027,-89.6795425415039,258299,0.6920638129711151,0.001,-91.16815188598633,0.6992793083190918
1100,485.44,1596,485.44,163,260893,-90.8475027770996,0.3599178324788809,-89.63117218017578,-0.0,0.059606730937957764,-89.63117218017578,260299,0.7156572141647339,0.001,-90.8475027770996,0.7527367472648621
1104,485.44,1608,485.44,163,262893,-91.59072085571289,0.3517787702679634,-90.24810028076172,-0.0,0.18223600089550018,-90.24810028076172,262299,0.7037454068660736,0.001,-91.59072085571289,0.7139465808868408
1108,485.44,1621,485.44,163,264893,-91.11966662597656,0.30596921463496984,-92.17707061767578,-0.0,0.0941372662782669,-92.17707061767578,264299,0.597143835067749,0.001,-91.11966662597656,0.5939434170722961
1112,485.44,1633,485.44,163,266893,-91.25691345214844,0.3941832132525742,-92.93497467041016,-0.0,0.06250788271427155,-92.93497467041016,266299,0.6445688436031342,0.001,-91.25691345214844,0.6395260691642761
1116,485.44,1645,485.44,163,268893,-91.3836234741211,0.23865931129455567,-86.80486297607422,-0.0,0.05151406675577164,-86.80486297607422,268299,0.6439886338710785,0.001,-91.3836234741211,0.617508053779602
1120,486.13,1657,486.13,163,270893,-91.58315219116211,0.26150830726884305,-91.28792572021484,-0.0,2.0559909343719482,-91.28792572021484,270299,0.7074747617244721,0.001,-91.58315219116211,0.6751072406768799
1124,486.13,1670,486.13,163,272893,-91.44477590942383,0.2771200865060091,-92.79841613769531,-0.0,0.07232092320919037,-92.79841613769531,272299,0.6791642854213714,0.001,-91.44477590942383,0.7195435166358948
1128,486.13,1682,486.13,163,274893,-91.37773806762695,0.20016098994761705,-93.30982971191406,-0.0,0.10499443113803864,-93.30982971191406,274299,0.651592581987381,0.001,-91.37773806762695,0.6475321650505066
1132,486.13,1694,486.13,163,276893,-91.28475076293945,0.4115800325013697,-91.38790130615234,-0.0,0.05301562696695328,-91.38790130615234,276299,0.6861571898460388,0.001,-91.28475076293945,0.7810585498809814
1136,486.34,1707,486.34,163,278893,-91.76512731933593,0.4963219937868416,-96.58234405517578,-0.0,0.03812552988529205,-96.58234405517578,278299,0.7432995312213898,0.001,-91.76512731933593,0.7477396726608276
1140,488.13,1719,488.13,163,280893,-91.54130798339844,0.2860091092325747,-94.26744079589844,-0.0,5.9253950119018555,-94.26744079589844,280299,0.7491536364555359,0.001,-91.54130798339844,0.6482296586036682
1144,488.13,1731,488.13,163,282893,-91.50783004760743,0.3210421231444925,-91.8660888671875,-0.0,0.012835065834224224,-91.8660888671875,282299,0.727411153793335,0.001,-91.50783004760743,0.6878785490989685
1148,490.28,1743,490.28,163,284893,-91.4257883605957,0.2572395522724837,-95.13040924072266,-0.0,0.13866110146045685,-95.13040924072266,284299,0.6983507716655731,0.001,-91.4257883605957,0.7224331498146057
1152,498.25,1756,498.25,163,286893,-91.4239186706543,0.2755424499623477,-94.82537841796875,-0.0,0.17763356864452362,-94.82537841796875,286299,0.6970333740711212,0.001,-91.4239186706543,0.752266526222229
1156,498.25,1768,498.25,163,288893,-91.81705410766601,0.2565869177635759,-92.7764663696289,-0.0,0.09201079607009888,-92.7764663696289,288299,0.6544432456493378,0.001,-91.81705410766601,0.5941898822784424
1160,498.05,1780,498.05,163,290873,-91.60994418462117,0.19752990703758164,-92.89189910888672,-0.0,0.06145897135138512,-92.89189910888672,290279,0.48493525621791683,0.001,-91.60994418462117,0.5542678236961365
1164,496.71,1791,496.71,163,292739,-91.51456436157227,0.4307905532810837,-92.57353973388672,-0.0,0.10642923414707184,-92.57353973388672,292145,0.6084461532831192,0.001,-91.51456436157227,0.5137722492218018
1168,496.71,1804,496.71,163,294739,-91.34141720581054,0.25761499667726456,-89.39546966552734,-0.0,0.03273533657193184,-89.39546966552734,294145,0.5176014052629471,0.001,-91.34141720581054,0.4266422688961029
1172,496.71,1816,496.71,163,296739,-91.31888037109375,0.37324423716776073,-91.43692779541016,-0.0,0.06552045047283173,-91.43692779541016,296145,0.6359196901321411,0.001,-91.31888037109375,0.6155170202255249
1176,497.09,1828,497.09,163,298739,-91.3352604675293,0.20036018109880388,-92.50935363769531,-0.0,0.02777975983917713,-92.50935363769531,298145,0.4165797488689423,0.001,-91.3352604675293,0.4341817796230316
