rollout/ep_rew_mean,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/MSE_losses,train/RL_loss,train/Main_losses,train/MSE_loss,train/ent_coef,train/actor_loss,train/critic_loss,train/n_updates,train/critic_los,train/Beta,train/ent_coef_loss,train/loss,train/learning_rate
368.05,89,336,368.05,783,70122,0.30334752798080444,-84.91975402832031,-84.91975402832031,0.30334752798080444,0.028138769790530205,-84.91975402832031,0.17966675758361816,70021,0.17966675758361816,-0.0,0.11577478051185608,-84.91975402832031,0.001
368.91,89,340,368.91,805,72122,0.2911354899406433,-81.11701965332031,-81.11701965332031,0.2911354899406433,0.023389281705021858,-81.11701965332031,0.1465456783771515,72021,0.1465456783771515,-0.0,-0.5602965354919434,-81.11701965332031,0.001
367.99,89,344,367.99,826,74019,0.2717675566673279,-83.9972152709961,-83.9972152709961,0.2717675566673279,0.023941783234477043,-83.9972152709961,0.15141010284423828,73918,0.15141010284423828,-0.0,1.016474962234497,-83.9972152709961,0.001
373.28,89,348,373.28,849,76019,0.3637876510620117,-79.88837432861328,-79.88837432861328,0.3637876510620117,0.023660432547330856,-79.88837432861328,0.14567136764526367,75918,0.14567136764526367,-0.0,0.5466271638870239,-79.88837432861328,0.001
373.28,89,352,373.28,871,78019,0.3033178746700287,-82.07939910888672,-82.07939910888672,0.3033178746700287,0.023819701746106148,-82.07939910888672,0.38227877020835876,77918,0.38227877020835876,-0.0,-0.8441921472549438,-82.07939910888672,0.001
373.28,89,356,373.28,893,80019,0.30858778953552246,-85.96400451660156,-85.96400451660156,0.30858778953552246,0.023717787116765976,-85.96400451660156,1.0583360195159912,79918,1.0583360195159912,-0.0,0.32257115840911865,-85.96400451660156,0.001
375.91,89,360,375.91,916,82019,0.293418288230896,-84.29156494140625,-84.29156494140625,0.293418288230896,0.026809314265847206,-84.29156494140625,0.13831110298633575,81918,0.13831110298633575,-0.0,-0.474006712436676,-84.29156494140625,0.001
379.49,89,364,379.49,938,84019,0.3030674457550049,-86.20968627929688,-86.20968627929688,0.3030674457550049,0.029657967388629913,-86.20968627929688,0.19181415438652039,83918,0.19181415438652039,-0.0,-0.3968069553375244,-86.20968627929688,0.001
389.42,89,368,389.42,960,86019,0.21904510259628296,-85.09623718261719,-85.09623718261719,0.21904510259628296,0.01646880991756916,-85.09623718261719,0.6008187532424927,85918,0.6008187532424927,-0.0,-0.46711331605911255,-85.09623718261719,0.001
400.44,89,372,400.44,983,88019,0.3498372435569763,-85.45550537109375,-85.45550537109375,0.3498372435569763,0.016709525138139725,-85.45550537109375,0.24982839822769165,87918,0.24982839822769165,-0.0,0.5015596151351929,-85.45550537109375,0.001
412.71,89,376,412.71,1005,90019,0.33326971530914307,-86.48184204101562,-86.48184204101562,0.33326971530914307,0.028327222913503647,-86.48184204101562,0.2795916795730591,89918,0.2795916795730591,-0.0,0.3791942000389099,-86.48184204101562,0.001
418.62,89,380,418.62,1027,92019,0.33224087953567505,-85.14442443847656,-85.14442443847656,0.33224087953567505,0.02049487642943859,-85.14442443847656,0.11355669051408768,91918,0.11355669051408768,-0.0,-0.35424304008483887,-85.14442443847656,0.001
424.0,89,384,424.0,1049,94019,0.2672942280769348,-88.21240234375,-88.21240234375,0.2672942280769348,0.023065319284796715,-88.21240234375,0.1471199095249176,93918,0.1471199095249176,-0.0,0.366652250289917,-88.21240234375,0.001
419.81,89,388,419.81,1062,95183,0.2879951000213623,-89.71774291992188,-89.71774291992188,0.2879951000213623,0.01964581198990345,-89.71774291992188,0.0781414806842804,95082,0.0781414806842804,-0.0,-0.14660286903381348,-89.71774291992188,0.001
428.89,89,392,428.89,1083,97045,0.2981129586696625,-88.96870422363281,-88.96870422363281,0.2981129586696625,0.01957094669342041,-88.96870422363281,0.7694679498672485,96944,0.7694679498672485,-0.0,-0.058495450764894485,-88.96870422363281,0.001
430.98,89,396,430.98,1096,98146,0.39353102445602417,-87.35283660888672,-87.35283660888672,0.39353102445602417,0.020360415801405907,-87.35283660888672,0.1878194510936737,98045,0.1878194510936737,-0.0,-0.1937135010957718,-87.35283660888672,0.001
431.39,89,400,431.39,1107,99143,0.34571951627731323,-88.86331939697266,-88.86331939697266,0.34571951627731323,0.014242777600884438,-88.86331939697266,1.032570719718933,99042,1.032570719718933,-0.0,-0.198143869638443,-88.86331939697266,0.001
438.28,89,404,438.28,1125,100806,0.39056140184402466,-87.47242736816406,-87.47242736816406,0.39056140184402466,0.017972493544220924,-87.47242736816406,1.6853653192520142,100705,1.6853653192520142,-0.0,0.9551677703857422,-87.47242736816406,0.001
446.67,89,408,446.67,1148,102806,0.29569894075393677,-86.91024780273438,-86.91024780273438,0.29569894075393677,0.016136903315782547,-86.91024780273438,0.19120676815509796,102705,0.19120676815509796,-0.0,-0.14288169145584106,-86.91024780273438,0.001
456.55,89,412,456.55,1170,104806,0.2474975287914276,-86.64435577392578,-86.64435577392578,0.2474975287914276,0.017681913450360298,-86.64435577392578,0.5340988636016846,104705,0.5340988636016846,-0.0,-0.2663589119911194,-86.64435577392578,0.001
464.12,89,416,464.12,1192,106806,0.29116198420524597,-88.13018798828125,-88.13018798828125,0.29116198420524597,0.02538088522851467,-88.13018798828125,0.16720005869865417,106705,0.16720005869865417,-0.0,0.6785978078842163,-88.13018798828125,0.001
466.84,89,420,466.84,1215,108806,0.25443679094314575,-88.60730743408203,-88.60730743408203,0.25443679094314575,0.01944209635257721,-88.60730743408203,0.19368670880794525,108705,0.19368670880794525,-0.0,-0.3365975022315979,-88.60730743408203,0.001
466.84,89,424,466.84,1237,110806,0.2934345602989197,-89.45338439941406,-89.45338439941406,0.2934345602989197,0.015417534857988358,-89.45338439941406,0.08899431675672531,110705,0.08899431675672531,-0.0,0.45382729172706604,-89.45338439941406,0.001
466.84,89,428,466.84,1259,112806,0.2816450297832489,-90.69725799560547,-90.69725799560547,0.2816450297832489,0.02274259552359581,-90.69725799560547,0.7881555557250977,112705,0.7881555557250977,-0.0,-0.1365610659122467,-90.69725799560547,0.001
466.84,89,432,466.84,1282,114806,0.27356502413749695,-89.77178955078125,-89.77178955078125,0.27356502413749695,0.018243787810206413,-89.77178955078125,0.4100843667984009,114705,0.4100843667984009,-0.0,0.14801853895187378,-89.77178955078125,0.001
466.84,89,436,466.84,1304,116806,0.1852845549583435,-89.35623931884766,-89.35623931884766,0.1852845549583435,0.017147846519947052,-89.35623931884766,0.05337056517601013,116705,0.05337056517601013,-0.0,-1.6806193590164185,-89.35623931884766,0.001
466.84,89,440,466.84,1326,118806,0.20806637406349182,-91.26680755615234,-91.26680755615234,0.20806637406349182,0.012727626599371433,-91.26680755615234,0.21764519810676575,118705,0.21764519810676575,-0.0,-0.4351441264152527,-91.26680755615234,0.001
