time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/learning_rate,train/critic_los,train/Beta,train/MSE_loss,train/critic_loss,train/MSE_losses,train/ent_coef,train/Main_losses,train/n_updates,train/actor_loss,train/ent_coef_loss,train/RL_loss
464,2171,497.65,90,195857,497.65,-97.90373229980469,0.001,0.07445782423019409,0,1.2559341192245483,0.07445782423019409,1.2559341192245483,0.002786557422950864,-97.90373229980469,195756,-97.90373229980469,1.5264450311660767,-97.90373229980469
468,2193,497.65,90,197857,497.65,-98.31393432617188,0.001,0.011306261643767357,0,1.3237311840057373,0.011306261643767357,1.3237311840057373,0.0018804670544341207,-98.31393432617188,197756,-98.31393432617188,1.267981767654419,-98.31393432617188
472,2215,497.65,90,199857,497.65,-98.51986694335938,0.001,0.4022688865661621,0,1.0980398654937744,0.4022688865661621,1.0980398654937744,0.0035571407061070204,-98.51986694335938,199756,-98.51986694335938,-0.37559860944747925,-98.51986694335938
476,2237,497.65,90,201857,497.65,-98.90306854248047,0.001,0.010662008076906204,0,1.1695592403411865,0.010662008076906204,1.1695592403411865,0.0037908111698925495,-98.90306854248047,201756,-98.90306854248047,1.598549723625183,-98.90306854248047
480,2259,497.65,90,203857,497.65,-98.21560668945312,0.001,0.016470063477754593,0,1.271859884262085,0.016470063477754593,1.271859884262085,0.0035719911102205515,-98.21560668945312,203756,-98.21560668945312,-0.07421739399433136,-98.21560668945312
484,2281,497.65,90,205857,497.65,-99.05621337890625,0.001,0.036259111016988754,0,1.2714853286743164,0.036259111016988754,1.2714853286743164,0.00324383657425642,-99.05621337890625,205756,-99.05621337890625,-0.9736548662185669,-99.05621337890625
488,2303,497.65,90,207857,497.65,-96.6396713256836,0.001,0.0214269757270813,0,1.053443431854248,0.0214269757270813,1.053443431854248,0.0020856261253356934,-96.6396713256836,207756,-96.6396713256836,1.1961169242858887,-96.6396713256836
492,2326,497.65,90,209857,497.65,-98.26553344726562,0.001,0.012786325067281723,0,1.215869426727295,0.012786325067281723,1.215869426727295,0.0031442155595868826,-98.26553344726562,209756,-98.26553344726562,-1.6911964416503906,-98.26553344726562
496,2348,497.65,90,211857,497.65,-98.33110046386719,0.001,0.23024031519889832,0,1.1368154287338257,0.23024031519889832,1.1368154287338257,0.0021077299024909735,-98.33110046386719,211756,-98.33110046386719,0.09263190627098083,-98.33110046386719
500,2370,500.0,90,213857,500.0,-98.98577117919922,0.001,0.20408004522323608,0,1.1321256160736084,0.20408004522323608,1.1321256160736084,0.0027677661273628473,-98.98577117919922,213756,-98.98577117919922,-0.10594400763511658,-98.98577117919922
504,2392,500.0,90,215857,500.0,-98.39680480957031,0.001,4.466124534606934,0,1.147897481918335,4.466124534606934,1.147897481918335,0.00456935865804553,-98.39680480957031,215756,-98.39680480957031,-0.08124720305204391,-98.39680480957031
508,2414,500.0,90,217857,500.0,-98.83390808105469,0.001,0.014980430714786053,0,1.4759260416030884,0.014980430714786053,1.4759260416030884,0.005707078613340855,-98.83390808105469,217756,-98.83390808105469,-0.2291032373905182,-98.83390808105469
512,2436,500.0,90,219857,500.0,-98.82501220703125,0.001,0.028865372762084007,0,1.0772277116775513,0.028865372762084007,1.0772277116775513,0.0024431950878351927,-98.82501220703125,219756,-98.82501220703125,1.7830263376235962,-98.82501220703125
516,2459,500.0,90,221857,500.0,-98.31466674804688,0.001,0.04568273574113846,0,1.076315999031067,0.04568273574113846,1.076315999031067,0.005071023479104042,-98.31466674804688,221756,-98.31466674804688,-1.3321163654327393,-98.31466674804688
520,2481,500.0,90,223857,500.0,-98.61091613769531,0.001,0.017421742901206017,0,1.117138147354126,0.017421742901206017,1.117138147354126,0.0028661848045885563,-98.61091613769531,223756,-98.61091613769531,-1.255613923072815,-98.61091613769531
524,2503,500.0,90,225857,500.0,-98.2769775390625,0.001,0.009276042692363262,0,1.419242024421692,0.009276042692363262,1.419242024421692,0.003187844529747963,-98.2769775390625,225756,-98.2769775390625,-0.15443554520606995,-98.2769775390625
528,2525,500.0,90,227857,500.0,-98.76708984375,0.001,0.014609742909669876,0,1.2440810203552246,0.014609742909669876,1.2440810203552246,0.0029819170013070107,-98.76708984375,227756,-98.76708984375,-1.0254805088043213,-98.76708984375
532,2546,499.06,90,229763,499.06,-97.6694107055664,0.001,0.28032734990119934,0,1.2839068174362183,0.28032734990119934,1.2839068174362183,0.002807258628308773,-97.6694107055664,229662,-97.6694107055664,-1.0697815418243408,-97.6694107055664
536,2568,499.06,90,231763,499.06,-98.7991943359375,0.001,0.018476787954568863,0,1.1578114032745361,0.018476787954568863,1.1578114032745361,0.0024290659930557013,-98.7991943359375,231662,-98.7991943359375,-0.12666136026382446,-98.7991943359375
540,2590,499.06,90,233763,499.06,-98.76109313964844,0.001,2.1291987895965576,0,1.2636699676513672,2.1291987895965576,1.2636699676513672,0.00238595437258482,-98.76109313964844,233662,-98.76109313964844,-0.2754497826099396,-98.76109313964844
544,2613,499.06,90,235763,499.06,-98.47138977050781,0.001,0.04058494791388512,0,1.042281985282898,0.04058494791388512,1.042281985282898,0.0017558187246322632,-98.47138977050781,235662,-98.47138977050781,-1.5111100673675537,-98.47138977050781
548,2635,499.06,90,237763,499.06,-98.90672302246094,0.001,0.010061562061309814,0,1.7192463874816895,0.010061562061309814,1.7192463874816895,0.0018724937690421939,-98.90672302246094,237662,-98.90672302246094,2.81653094291687,-98.90672302246094
552,2657,499.06,90,239763,499.06,-99.57917022705078,0.001,0.1017506867647171,0,1.5149489641189575,0.1017506867647171,1.5149489641189575,0.005022011231631041,-99.57917022705078,239662,-99.57917022705078,1.911186933517456,-99.57917022705078
556,2678,498.48,90,241705,498.48,-98.38211822509766,0.001,5.593825340270996,0,1.2624225616455078,5.593825340270996,1.2624225616455078,0.008138211444020271,-98.38211822509766,241604,-98.38211822509766,-1.044511079788208,-98.38211822509766
560,2696,495.05,90,243362,495.05,-100.22393035888672,0.001,0.01824146695435047,0,1.1969316005706787,0.01824146695435047,1.1969316005706787,0.0022422338370233774,-100.22393035888672,243261,-100.22393035888672,-0.5807881355285645,-100.22393035888672
564,2718,495.05,90,245362,495.05,-99.09777069091797,0.001,0.10875748842954636,0,1.2548877000808716,0.10875748842954636,1.2548877000808716,0.002376532182097435,-99.09777069091797,245261,-99.09777069091797,0.08661864697933197,-99.09777069091797
568,2741,495.05,90,247362,495.05,-99.03436279296875,0.001,0.08558616042137146,0,1.0844210386276245,0.08558616042137146,1.0844210386276245,0.0022453966084867716,-99.03436279296875,247261,-99.03436279296875,-0.3102390766143799,-99.03436279296875
572,2763,495.05,90,249362,495.05,-99.07645416259766,0.001,0.01605210080742836,0,0.9841271042823792,0.01605210080742836,0.9841271042823792,0.002580010099336505,-99.07645416259766,249261,-99.07645416259766,0.480985552072525,-99.07645416259766
576,2785,494.67,90,251324,494.67,-98.99079895019531,0.001,0.010940095409750938,0,1.3429503440856934,0.010940095409750938,1.3429503440856934,0.0013528707204386592,-98.99079895019531,251223,-98.99079895019531,1.2600071430206299,-98.99079895019531
580,2807,494.67,90,253324,494.67,-99.69962310791016,0.001,0.0403672531247139,0,0.9949399828910828,0.0403672531247139,0.9949399828910828,0.004034747369587421,-99.69962310791016,253223,-99.69962310791016,-1.1658375263214111,-99.69962310791016
584,2828,493.56,90,255213,493.56,-99.21794128417969,0.001,0.007055534981191158,0,1.0113166570663452,0.007055534981191158,1.0113166570663452,0.00280233402736485,-99.21794128417969,255112,-99.21794128417969,-0.8636124134063721,-99.21794128417969
588,2850,493.56,90,257213,493.56,-99.4015884399414,0.001,0.030104970559477806,0,1.3294646739959717,0.030104970559477806,1.3294646739959717,0.003844044404104352,-99.4015884399414,257112,-99.4015884399414,-0.011404186487197876,-99.4015884399414
592,2872,493.56,90,259213,493.56,-98.55064392089844,0.001,0.03270896524190903,0,1.175750494003296,0.03270896524190903,1.175750494003296,0.0021089857909828424,-98.55064392089844,259112,-98.55064392089844,0.671917200088501,-98.55064392089844
596,2894,493.56,90,261213,493.56,-98.65914916992188,0.001,0.023823246359825134,0,1.0714375972747803,0.023823246359825134,1.0714375972747803,0.0018928232602775097,-98.65914916992188,261112,-98.65914916992188,1.7101271152496338,-98.65914916992188
600,2917,493.56,90,263213,493.56,-99.7597885131836,0.001,0.3487532138824463,0,1.209607481956482,0.3487532138824463,1.209607481956482,0.0037689339369535446,-99.7597885131836,263112,-99.7597885131836,-0.21718476712703705,-99.7597885131836
604,2939,493.56,90,265213,493.56,-98.01184844970703,0.001,0.11793555319309235,0,1.092073678970337,0.11793555319309235,1.092073678970337,0.003111697733402252,-98.01184844970703,265112,-98.01184844970703,-0.4529457688331604,-98.01184844970703
608,2961,493.56,90,267213,493.56,-99.05827331542969,0.001,0.06752224266529083,0,1.1709771156311035,0.06752224266529083,1.1709771156311035,0.004391693044453859,-99.05827331542969,267112,-99.05827331542969,0.45323583483695984,-99.05827331542969
612,2983,493.56,90,269213,493.56,-99.09628295898438,0.001,0.15126562118530273,0,1.044736385345459,0.15126562118530273,1.044736385345459,0.00493715750053525,-99.09628295898438,269112,-99.09628295898438,-0.24962899088859558,-99.09628295898438
616,3006,493.56,90,271213,493.56,-99.31314086914062,0.001,0.01710137352347374,0,1.1234989166259766,0.01710137352347374,1.1234989166259766,0.002644394291564822,-99.31314086914062,271112,-99.31314086914062,-0.40772315859794617,-99.31314086914062
620,3028,493.56,90,273213,493.56,-98.85621643066406,0.001,0.014948357827961445,0,1.1768368482589722,0.014948357827961445,1.1768368482589722,0.004095907788723707,-98.85621643066406,273112,-98.85621643066406,-0.7764535546302795,-98.85621643066406
624,3050,493.56,90,275213,493.56,-98.81044006347656,0.001,0.013354637660086155,0,1.1027417182922363,0.013354637660086155,1.1027417182922363,0.001631130580790341,-98.81044006347656,275112,-98.81044006347656,-0.07332288473844528,-98.81044006347656
628,3072,493.56,90,277213,493.56,-99.04637145996094,0.001,0.020592497661709785,0,1.2051118612289429,0.020592497661709785,1.2051118612289429,0.0026554670184850693,-99.04637145996094,277112,-99.04637145996094,-1.5585392713546753,-99.04637145996094
632,3094,494.5,90,279213,494.5,-97.74351501464844,0.001,0.007522654253989458,0,1.1482003927230835,0.007522654253989458,1.1482003927230835,0.002857451094314456,-97.74351501464844,279112,-97.74351501464844,0.7648894786834717,-97.74351501464844
636,3116,494.47,90,281210,494.47,-98.78775024414062,0.001,0.02689354121685028,0,1.4278147220611572,0.02689354121685028,1.4278147220611572,0.0034944394137710333,-98.78775024414062,281109,-98.78775024414062,3.924683094024658,-98.78775024414062
640,3138,494.47,90,283210,494.47,-98.39985656738281,0.001,0.0694422647356987,0,1.259673833847046,0.0694422647356987,1.259673833847046,0.00585239939391613,-98.39985656738281,283109,-98.39985656738281,-0.6495178937911987,-98.39985656738281
644,3161,494.47,90,285210,494.47,-97.99436950683594,0.001,0.028696846216917038,0,1.323110580444336,0.028696846216917038,1.323110580444336,0.0034231613390147686,-97.99436950683594,285109,-97.99436950683594,-0.7183420062065125,-97.99436950683594
648,3183,494.47,90,287210,494.47,-99.03323364257812,0.001,0.03211711347103119,0,1.0386123657226562,0.03211711347103119,1.0386123657226562,0.0021065303590148687,-99.03323364257812,287109,-99.03323364257812,-1.630354881286621,-99.03323364257812
652,3205,494.47,90,289210,494.47,-98.84814453125,0.001,0.019874870777130127,0,1.3978440761566162,0.019874870777130127,1.3978440761566162,0.004121019039303064,-98.84814453125,289109,-98.84814453125,3.5126752853393555,-98.84814453125
656,3227,495.05,90,291210,495.05,-99.02992248535156,0.001,0.0370795801281929,0,1.2241616249084473,0.0370795801281929,1.2241616249084473,0.001851675915531814,-99.02992248535156,291109,-99.02992248535156,-1.0149637460708618,-99.02992248535156
660,3249,498.48,90,293210,498.48,-98.9190902709961,0.001,0.016054773703217506,0,1.1097197532653809,0.016054773703217506,1.1097197532653809,0.0022814427502453327,-98.9190902709961,293109,-98.9190902709961,0.11713458597660065,-98.9190902709961
664,3271,498.48,90,295210,498.48,-98.29118347167969,0.001,0.014473255723714828,0,0.9986674785614014,0.014473255723714828,0.9986674785614014,0.0031476325821131468,-98.29118347167969,295109,-98.29118347167969,-0.9519380927085876,-98.29118347167969
668,3294,498.48,90,297210,498.48,-98.5813980102539,0.001,0.021717790514230728,0,1.1399657726287842,0.021717790514230728,1.1399657726287842,0.004273544065654278,-98.5813980102539,297109,-98.5813980102539,-0.9763692021369934,-98.5813980102539
672,3316,498.48,90,299210,498.48,-98.87281799316406,0.001,0.024038173258304596,0,1.2729122638702393,0.024038173258304596,1.2729122638702393,0.002535836771130562,-98.87281799316406,299109,-98.87281799316406,-0.5425190329551697,-98.87281799316406
