time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/MSE_loss,train/critic_los,train/learning_rate,train/RL_loss,train/MSE_losses,train/Main_losses,train/Beta,train/critic_loss,train/actor_loss,train/n_updates,train/loss
247577,532,415.78,415.78,158,1560,0.3400433361530304,0.30606916546821594,0.001,-93.93527221679688,0.4090162689685822,-94.81273324584961,0,0.989918743826449,-94.81273324584961,247007,-93.93527221679688
249577,536,415.78,415.78,158,1572,0.29922598600387573,0.7263909578323364,0.001,-95.78484344482422,0.41999848651885985,-94.80202590942383,0,0.6285753612220287,-94.80202590942383,249007,-95.78484344482422
251577,540,435.1,435.1,158,1584,0.7721439003944397,0.13357922434806824,0.001,-94.0597915649414,0.5366789683103561,-94.87732507324219,0,0.9069956640899182,-94.87732507324219,251007,-94.0597915649414
253577,544,435.1,435.1,158,1596,0.3216627538204193,0.07783707231283188,0.001,-95.33722686767578,0.3778046407699585,-94.54963598632813,0,1.1910994550585747,-94.54963598632813,253007,-95.33722686767578
255577,548,435.1,435.1,158,1608,0.3679579496383667,0.14243167638778687,0.001,-94.6791763305664,0.40607654094696044,-94.6518949584961,0,0.5697466596253217,-94.6518949584961,255007,-94.6791763305664
257577,552,435.1,435.1,158,1620,0.31464454531669617,0.16133728623390198,0.001,-95.62920379638672,0.38767780911922456,-94.60687930297851,0,0.2515874625891447,-94.60687930297851,257007,-95.62920379638672
259577,556,435.1,435.1,158,1632,0.4638647437095642,0.06460883468389511,0.001,-95.4619140625,0.3845291368365288,-94.67889471435547,0,0.4953329704105854,-94.67889471435547,259007,-95.4619140625
261577,560,435.1,435.1,159,1645,0.4382602572441101,0.08012193441390991,0.001,-95.0295181274414,0.3490823102593422,-95.05756051635743,0,0.3854980962499976,-95.05756051635743,261007,-95.0295181274414
263577,564,436.63,436.63,159,1657,0.34434419870376587,0.05997386574745178,0.001,-93.3736343383789,0.36107250982522965,-94.91998327636719,0,0.6711144532188773,-94.91998327636719,263007,-93.3736343383789
265577,568,436.63,436.63,159,1669,0.27295631170272827,0.10893137753009796,0.001,-94.71109771728516,0.32669224572181704,-94.87327319335938,0,0.7503557387143374,-94.87327319335938,265007,-94.71109771728516
267050,572,446.03,446.03,158,1679,0.3065395951271057,0.45499369502067566,0.001,-94.1821060180664,0.40279356877391154,-94.66347665053148,0,0.5091560810553626,-94.66347665053148,266715,-94.1821060180664
267762,576,452.73,452.73,158,1684,0.39619743824005127,0.6172584295272827,0.001,-95.19065856933594,0.44662617484728495,-94.66572082519531,0,1.2495097488464926,-94.66572082519531,267508,-95.19065856933594
269493,580,450.04,450.04,159,1693,0.39104247093200684,0.10519670695066452,0.001,-95.2943115234375,0.36982945203781126,-94.4212543334961,0,0.7444055621847511,-94.4212543334961,268923,-95.2943115234375
271493,584,450.04,450.04,159,1705,0.36647337675094604,0.09463450312614441,0.001,-95.84730529785156,0.37116998761892317,-94.4929995727539,0,0.6223575096204876,-94.4929995727539,270923,-95.84730529785156
273493,588,450.04,450.04,159,1717,0.36442649364471436,0.17413313686847687,0.001,-95.52333068847656,0.3705692549943924,-94.93702493286133,0,0.3485201669856906,-94.93702493286133,272923,-95.52333068847656
275493,592,450.04,450.04,159,1729,0.3042545020580292,0.08258818089962006,0.001,-94.53411865234375,0.3629597645998001,-94.9779921875,0,0.1369008130840957,-94.9779921875,274923,-94.53411865234375
277493,596,450.04,450.04,159,1741,0.9533171057701111,0.22605402767658234,0.001,-93.1485366821289,0.46154728972911835,-95.1497502746582,0,1.1900726511254907,-95.1497502746582,276923,-93.1485366821289
279493,600,451.27,451.27,159,1753,0.6835619211196899,0.07401397824287415,0.001,-96.15889739990234,0.6712232679128647,-95.31591571044922,0,0.3830600461140275,-95.31591571044922,278923,-96.15889739990234
281493,604,451.27,451.27,159,1766,0.4777091443538666,0.12984170019626617,0.001,-95.10296630859375,0.562726299405098,-95.1429567565918,0,0.7904438849538564,-95.1429567565918,280923,-95.10296630859375
283493,608,451.27,451.27,159,1778,0.5178002715110779,0.1840144693851471,0.001,-94.53044891357422,0.5802448354959487,-95.34525430297852,0,0.5679546129778028,-95.34525430297852,282923,-94.53044891357422
285493,612,463.84,463.84,159,1790,0.6009003520011902,0.04027346894145012,0.001,-97.07013702392578,0.44219882678985595,-95.78120120239258,0,0.6495668756291271,-95.78120120239258,284923,-97.07013702392578
287493,616,476.52,476.52,159,1802,0.3572571575641632,0.023023419082164764,0.001,-95.85443115234375,0.41070955502986906,-95.73698904418946,0,0.24051716700568795,-95.73698904418946,286923,-95.85443115234375
289493,620,479.16,479.16,159,1814,0.49966707825660706,0.056695736944675446,0.001,-95.82347106933594,0.5356063997745514,-95.64676583862305,0,0.6724221242368221,-95.64676583862305,288923,-95.82347106933594
291493,624,479.16,479.16,159,1826,0.4090777635574341,0.30572283267974854,0.001,-95.00392150878906,0.4871730445623398,-95.39827212524413,0,0.5208304123282432,-95.39827212524413,290923,-95.00392150878906
293108,628,475.31,475.31,159,1836,0.4699545204639435,0.07182189077138901,0.001,-96.93755340576172,0.4082352771759033,-95.35957559204101,0,0.44723280388861897,-95.35957559204101,292538,-96.93755340576172
295108,632,475.31,475.31,159,1848,0.33995768427848816,0.0928008034825325,0.001,-95.95951843261719,0.5335352716445922,-95.2559765625,0,0.5843990640714765,-95.2559765625,294538,-95.95951843261719
297108,636,475.31,475.31,159,1861,0.5031917095184326,0.07790639251470566,0.001,-95.50457000732422,0.5238938338756561,-95.23988275146485,0,0.2957833593711257,-95.23988275146485,296538,-95.50457000732422
299108,640,475.31,475.31,159,1873,0.5660656690597534,0.18154191970825195,0.001,-96.025390625,0.7170822966098785,-95.54978588867188,0,0.7117371112033725,-95.54978588867188,298538,-96.025390625
