time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/Beta,train/critic_los,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss,train/MSE_loss,train/MSE_losses,train/Main_losses,train/RL_loss,train/loss
429203,572,2751,746.16,155,277.4328954,0,0.31842881441116333,-14.379968368133472,0.001,419261,1.8859403457013184,3.4403064250946045,4.836763291212402,-14.379968368133472,-13.6298189163208,-13.6298189163208
431777,576,2770,747.65,155,278.54865589,0,0.8446381092071533,-14.35870653671744,0.001,422250,1.701150261539463,3.839142322540283,4.79701575449624,-14.35870653671744,-13.491328239440918,-13.491328239440918
434805,580,2787,746.57,156,278.55660090000003,0,6.45591926574707,-14.472112526064334,0.001,424851,1.7947517893297356,1.7115124464035034,4.91689097152456,-14.472112526064334,-15.373632431030273,-15.373632431030273
437656,584,2805,741.56,156,276.83412189,0,0.23329180479049683,-14.573262224806117,0.001,427703,1.6031280610547123,2.3734335899353027,4.876000462535848,-14.573262224806117,-12.821528434753418,-12.821528434753418
440681,588,2824,738.98,156,277.0375313,0,0.19040675461292267,-14.68970161448411,0.001,430722,1.743564843102046,2.954770088195801,4.928862617315491,-14.68970161448411,-15.59713363647461,-15.59713363647461
443700,592,2843,741.28,156,280.26663060000004,0,0.30957475304603577,-15.333131551150945,0.001,433728,1.8643551035587753,14.490715980529785,4.772576043091104,-15.333131551150945,-15.721179962158203,-15.721179962158203
446608,596,2862,739.0,156,278.70695039000003,0,0.08095015585422516,-15.50786425690902,0.001,436668,1.7001767480188836,1.6255422830581665,4.896600968586771,-15.50786425690902,-17.120519638061523,-17.120519638061523
449121,600,2877,732.7,156,274.33547435,0,0.7586143612861633,-15.488639735670947,0.001,439137,1.3973952748039096,5.265730857849121,4.885279230655185,-15.488639735670947,-15.609755516052246,-15.609755516052246
451971,604,2895,733.84,156,275.84421018,0,0.4547388553619385,-15.730570850791512,0.001,442024,2.073837544595065,6.744510173797607,4.675971546998391,-15.730570850791512,-14.410531997680664,-14.410531997680664
455175,608,2915,732.93,156,275.98141039,0,1.1907991170883179,-15.784260646776222,0.001,445211,2.126880561374769,4.157227516174316,4.949455619543448,-15.784260646776222,-14.448503494262695,-14.448503494262695
458396,612,2935,735.91,156,279.54293509999997,0,0.28610920906066895,-15.864736516272004,0.001,448357,2.405363273964622,3.4807488918304443,4.833524053869535,-15.864736516272004,-17.08380889892578,-17.08380889892578
461472,616,2956,734.49,156,279.64634525,0,1.0673736333847046,-16.010598926900702,0.001,451548,2.0864512683791028,1.1573578119277954,4.776822301132657,-16.010598926900702,-16.31266975402832,-16.31266975402832
464567,620,2975,737.54,156,283.09923153000005,0,0.14267945289611816,-16.046777236280104,0.001,454552,2.3156552129109147,3.98093581199646,4.542877095453631,-16.046777236280104,-17.54914665222168,-17.54914665222168
467632,624,2994,743.7,156,287.39198796999995,0,15.363393783569336,-16.102930506176985,0.001,457676,1.9964323249089237,7.376402378082275,4.830470493747466,-16.102930506176985,-13.830097198486328,-13.830097198486328
470344,628,3012,749.84,156,292.07820283,0,0.8252092599868774,-16.103490877391106,0.001,460425,1.8025236671493672,1.5452560186386108,4.4789753369051,-16.103490877391106,-12.101408004760742,-12.101408004760742
473413,632,3031,747.35,156,292.269964,0,7.41964054107666,-16.23412576756275,0.001,463417,1.861803402840868,5.785484313964844,4.828345030917788,-16.23412576756275,-14.465563774108887,-14.465563774108887
476468,636,3050,747.03,156,292.31509808,0,0.15909603238105774,-16.401404866043205,0.001,466532,1.633776376932897,7.731984615325928,4.934203796182532,-16.401404866043205,-16.525604248046875,-16.525604248046875
479540,640,3070,746.46,156,294.28839121,0,0.6068503260612488,-16.52791497534785,0.001,469552,1.981207816923991,3.7619235515594482,5.057517757364636,-16.52791497534785,-17.415782928466797,-17.415782928466797
482748,644,3090,747.84,156,294.22752369,0,7.988016605377197,-16.524886070465556,0.001,472773,2.235514180202569,6.12449836730957,4.807925078029535,-16.524886070465556,-15.339858055114746,-15.339858055114746
486057,648,3111,756.87,156,295.8672132,0,0.1646082103252411,-16.42322477364441,0.001,476093,2.1559991707589563,5.513195514678955,4.749487308298404,-16.42322477364441,-18.44084930419922,-18.44084930419922
488984,652,3131,757.08,156,295.64007642999997,0,0.4200976490974426,-16.40154238484332,0.001,479322,1.8355823960042634,4.436668395996094,4.9401002244097025,-16.40154238484332,-14.960935592651367,-14.960935592651367
491655,656,3146,751.85,156,292.84455409,0,14.34348201751709,-16.466832795178103,0.001,481706,1.8186001017106774,4.08815336227417,4.629097877912825,-16.466832795178103,-17.992431640625,-17.992431640625
494731,660,3166,750.52,156,292.93342125999993,0,0.6859413385391235,-16.586507267951966,0.001,484787,1.578548335571414,9.717389106750488,4.972324444055557,-16.586507267951966,-16.897499084472656,-16.897499084472656
497905,664,3186,751.03,156,292.92085044,0,0.3658781349658966,-16.695810796019444,0.001,487944,1.6151656325432726,4.6650495529174805,4.84633469626196,-16.695810796019444,-17.254444122314453,-17.254444122314453
500939,668,3205,749.35,156,293.05880741,0,0.9541419744491577,-16.847737843011693,0.001,490959,1.6142128640798623,3.400404214859009,5.309263333965596,-16.847737843011693,-15.754711151123047,-15.754711151123047
504216,672,3225,750.13,156,293.01016165,0,1.4651484489440918,-16.965664341449738,0.001,494142,1.6739532740507275,6.834778785705566,5.09463595867157,-16.965664341449738,-18.131818771362305,-18.131818771362305
506960,676,3243,751.83,156,292.39690605000004,0,0.28549525141716003,-17.028019429766942,0.001,496992,1.5553604777784102,4.985328674316406,4.792071877396296,-17.028019429766942,-17.077882766723633,-17.077882766723633
509930,680,3262,751.25,156,292.44661134,0,0.5827876329421997,-17.05146733700241,0.001,499960,1.4323355405493665,3.5806736946105957,5.027997232603105,-17.05146733700241,-15.025721549987793,-15.025721549987793
512550,684,3278,748.94,156,290.18115264,0,0.4153338372707367,-17.30142035513568,0.001,502561,1.3497035489866873,2.2878799438476562,4.786065907017585,-17.30142035513568,-17.60902214050293,-17.60902214050293
515622,688,3298,749.41,156,290.25819563,0,0.27997928857803345,-17.445432196882436,0.001,505673,1.3020226678351188,2.6078217029571533,4.930486693716886,-17.445432196882436,-16.18988800048828,-16.18988800048828
518590,692,3316,748.9,156,291.94017518,0,0.434684693813324,-17.629879229846484,0.001,508653,1.3597570536010724,6.6354660987854,4.789220338836711,-17.629879229846484,-17.51678466796875,-17.51678466796875
521582,696,3335,749.74,156,293.59158436,0,0.08868901431560516,-17.798887595701753,0.001,511623,1.359937078080455,1.5206371545791626,4.875749580143543,-17.798887595701753,-16.091012954711914,-16.091012954711914
524592,700,3354,754.71,156,298.08394173,0,0.4678686261177063,-17.850399223669854,0.001,514631,1.669442430580322,6.26239013671875,5.170045256457417,-17.850399223669854,-18.827226638793945,-18.827226638793945
527577,704,3373,756.06,156,299.84512713,0,7.955525875091553,-17.840655596086407,0.001,517645,1.747398917605034,3.6433842182159424,5.1633149803785665,-17.840655596086407,-17.66757583618164,-17.66757583618164
530115,708,3389,749.4,156,296.46017962,0,0.2296416461467743,-17.99722088214963,0.001,520159,1.4253243355788001,5.517312526702881,5.241234250770983,-17.99722088214963,-17.301029205322266,-17.301029205322266
533124,712,3408,747.28,156,296.45639675,0,0.22270822525024414,-17.973576253222436,0.001,523175,1.782600273253377,1.059980869293213,5.011307840955626,-17.973576253222436,-18.975168228149414,-18.975168228149414
536103,716,3427,746.31,156,296.54859817000005,0,0.7780781984329224,-17.98773062164719,0.001,526139,1.4057702563602377,2.123124599456787,4.741917733727274,-17.98773062164719,-18.633867263793945,-18.633867263793945
539138,720,3446,745.71,156,296.59400683,0,0.5680500268936157,-17.96894722399504,0.001,529208,1.6261411397483478,9.30820083618164,4.962808274704477,-17.96894722399504,-18.4384708404541,-18.4384708404541
542209,724,3466,745.77,156,296.61720015,0,0.14877581596374512,-18.076194768024582,0.001,532311,1.4502163431961752,8.187577247619629,4.705228857733877,-18.076194768024582,-17.27440071105957,-17.27440071105957
543946,728,3478,736.02,156,289.74094286999997,0,1.0130653381347656,-18.22808684243096,0.001,534313,1.0660096943786699,4.342043399810791,5.253868132829666,-18.22808684243096,-18.125497817993164,-18.125497817993164
546944,732,3496,735.31,156,289.74679143000003,0,0.8964489698410034,-18.09202170953518,0.001,537000,1.5070684856727599,7.602288722991943,4.653271645226776,-18.09202170953518,-17.883338928222656,-17.883338928222656
549796,736,3514,733.28,156,289.85459387,0,0.13256865739822388,-18.22883822944727,0.001,539894,1.458816132648375,4.522347450256348,5.090193763375282,-18.22883822944727,-18.743183135986328,-18.743183135986328
552643,740,3532,731.03,156,289.88148703,0,0.35098564624786377,-18.343069452988473,0.001,542723,1.5534373430440025,3.2600467205047607,4.90320272072714,-18.343069452988473,-18.59931182861328,-18.59931182861328
555544,744,3550,727.96,156,290.02517790999997,0,0.22259722650051117,-18.479687478807236,0.001,545603,1.3944978156540957,2.7770440578460693,4.5608129094044365,-18.479687478807236,-19.24072265625,-19.24072265625
558645,748,3569,725.88,156,292.65769104,0,8.501176834106445,-18.59407231188196,0.001,548673,1.4563004874436092,1.8113921880722046,4.9509109119417785,-18.59407231188196,-16.891456604003906,-16.891456604003906
561715,752,3589,727.31,156,295.12999009,0,0.1946154236793518,-18.53205225684426,0.001,551794,1.5500833903773026,3.6819517612457275,5.082839065853925,-18.53205225684426,-17.988605499267578,-17.988605499267578
564703,756,3608,730.48,156,297.94931309,0,0.20656220614910126,-18.622521516048547,0.001,554754,1.4876861152477747,4.76978874206543,4.981135941405598,-18.622521516048547,-18.52911376953125,-18.52911376953125
567331,760,3624,726.0,156,295.20522614000004,0,0.42368948459625244,-18.80645383217118,0.001,557367,1.3863542087851686,2.612152099609375,4.749909364533695,-18.80645383217118,-19.361948013305664,-19.361948013305664
570027,764,3641,721.22,156,293.04101726,0,0.12587693333625793,-18.71633955391731,0.001,560095,1.446894776517975,6.456567287445068,5.196536299932069,-18.71633955391731,-18.93926429748535,-18.93926429748535
572753,768,3660,718.14,156,291.33945567,0,7.941171646118164,-18.82706630599331,0.001,563005,1.5820323877666198,3.7810399532318115,4.666683400180978,-18.82706630599331,-19.89617347717285,-19.89617347717285
575324,772,3675,711.08,156,288.68857333999995,0,0.251626193523407,-18.71774432134249,0.001,565447,1.5198022093357078,1.520209789276123,4.838671511300995,-18.71774432134249,-18.83245849609375,-18.83245849609375
577769,776,3692,708.09,156,287.86240967,0,0.31604433059692383,-18.830788668780258,0.001,568175,1.4262135956436395,3.2490344047546387,4.917874135601688,-18.830788668780258,-18.878551483154297,-18.878551483154297
580582,780,3708,706.52,156,287.88357006999996,0,0.2799921929836273,-18.851706018528926,0.001,570694,1.461741502107458,8.743205070495605,5.047867584160975,-18.851706018528926,-18.161481857299805,-18.161481857299805
583428,784,3726,708.78,156,292.05801665,0,0.721653401851654,-18.80888636818145,0.001,573519,1.8184700631010482,7.3286027908325195,4.805215632116329,-18.80888636818145,-18.09170913696289,-18.09170913696289
586331,788,3744,707.09,156,292.09893782,0,0.09189116954803467,-18.838138428480267,0.001,576389,1.6179328816812797,2.8388426303863525,4.755107437432145,-18.838138428480267,-19.64818572998047,-19.64818572998047
589261,792,3763,706.71,156,292.05162221000006,0,0.18565431237220764,-18.884188101632255,0.001,579294,1.4939650326210456,4.93752908706665,4.673278919969286,-18.884188101632255,-19.250221252441406,-19.250221252441406
592220,796,3782,706.38,156,292.02121248,0,0.35502955317497253,-18.959874710547957,0.001,582269,1.691463490994518,2.332131862640381,4.902457960259551,-18.959874710547957,-18.09689712524414,-18.09689712524414
594575,800,3797,699.83,156,288.36525407,0,0.3549848794937134,-19.07209961002339,0.001,584649,1.4094466048502265,13.233165740966797,4.743993579328229,-19.07209961002339,-19.752702713012695,-19.752702713012695
596977,804,3814,694.0,156,285.11707441000004,0,0.6008812189102173,-19.06431578521301,0.001,587525,1.519059120118618,4.3259172439575195,4.829262992581065,-19.06431578521301,-18.749189376831055,-18.749189376831055
599834,808,3830,697.19,156,288.63233204,0,0.6835324168205261,-19.095953649510452,0.001,589947,1.7020278505137314,2.117450475692749,4.597467938407522,-19.095953649510452,-19.08364486694336,-19.08364486694336
602638,812,3847,695.14,156,288.74439191,0,1.111266851425171,-19.103608548116824,0.001,592717,1.6836174537221824,4.314992427825928,4.9065022575191035,-19.103608548116824,-19.685571670532227,-19.685571670532227
605534,816,3866,694.31,156,288.75073773,0,0.22630369663238525,-19.15382724520804,0.001,595598,1.5945353660544903,5.341728210449219,4.685004255723679,-19.15382724520804,-19.836082458496094,-19.836082458496094
608253,820,3883,691.15,156,287.24964384,0,0.4407528042793274,-19.27334313816191,0.001,598352,1.568645855959724,2.5770890712738037,4.951216810753831,-19.27334313816191,-19.55241584777832,-19.55241584777832
611106,824,3901,688.97,156,287.37270802,0,0.12461535632610321,-19.20305739508735,0.001,601190,1.6139733497732123,2.6362674236297607,4.901673277550273,-19.20305739508735,-20.08928680419922,-20.08928680419922
613922,828,3919,699.76,156,296.78578863,0,0.4430060386657715,-19.275830434127286,0.001,604022,1.660124971180264,12.06722640991211,4.821949230168354,-19.275830434127286,-19.150699615478516,-19.150699615478516
616786,832,3937,698.42,156,296.91640961999997,0,12.072822570800781,-19.41504742025019,0.001,606874,1.6151269597543791,6.858617782592773,4.815319077981697,-19.41504742025019,-19.843299865722656,-19.843299865722656
619643,836,3955,698.47,156,296.92789828,0,0.48924916982650757,-19.424817851420197,0.001,609742,1.7800993407786982,8.363726615905762,4.883596889256092,-19.424817851420197,-20.002775192260742,-20.002775192260742
622492,840,3973,698.49,156,297.04659401000004,0,1.2668821811676025,-19.47689979531792,0.001,612603,1.7095497872100471,5.161868572235107,4.724275042334299,-19.47689979531792,-20.124835968017578,-20.124835968017578
625428,844,3992,698.84,156,297.10233056,0,0.8043766021728516,-19.620243109726324,0.001,615519,1.4693294468763467,6.1194376945495605,4.756895235689675,-19.620243109726324,-19.819467544555664,-19.819467544555664
628213,848,4009,695.68,156,297.3084675799999,0,0.08089341223239899,-19.596810455546002,0.001,618326,1.4171884073288648,1.5919561386108398,4.8671297249206695,-19.596810455546002,-20.78203010559082,-20.78203010559082
630990,852,4027,692.75,156,297.50049844,0,0.18101686239242554,-19.630703240975567,0.001,621128,1.602735075933709,5.253688812255859,5.016654819250107,-19.630703240975567,-20.213891983032227,-20.213891983032227
633768,856,4045,690.65,156,297.72813943999995,0,0.3506755530834198,-19.617404878974295,0.001,623874,1.5976485985615592,9.045108795166016,5.052766352808442,-19.617404878974295,-19.20829200744629,-19.20829200744629
635841,860,4060,685.1,156,294.51192219,0,0.08136457204818726,-19.768206866034145,0.001,626292,1.441954723784122,1.0641045570373535,5.36568608818383,-19.768206866034145,-20.47405433654785,-20.47405433654785
638218,864,4074,681.91,156,292.1938659,0,0.2560409903526306,-19.69766600863392,0.001,628598,1.678950534059021,3.3891186714172363,4.9011838051427405,-19.69766600863392,-19.707643508911133,-19.707643508911133
640423,868,4087,676.7,156,289.86767524,0,0.3523382246494293,-19.63389211944318,0.001,630525,1.529281912248763,1.6653313636779785,4.86609318468154,-19.63389211944318,-18.732826232910156,-18.732826232910156
643450,872,4105,681.26,156,292.66727884999995,0,0.9502368569374084,-19.604564533796133,0.001,633426,1.8922246013625696,6.11567497253418,5.059330452862757,-19.604564533796133,-19.28582763671875,-19.28582763671875
645655,876,4120,678.86,156,292.96619124,0,0.26547783613204956,-19.462256951765582,0.001,635729,2.0857710597867314,4.129025459289551,4.630816524679011,-19.462256951765582,-19.02294921875,-19.02294921875
645846,880,4125,652.64,156,275.94739563999997,0,0.4184491038322449,-19.230472087860107,0.001,636610,2.231767374649644,2.9734411239624023,5.633784121274948,-19.230472087860107,-17.74820327758789,-17.74820327758789
646046,884,4126,626.18,156,258.93364978,0,8.172828674316406,-19.76065731048584,0.001,636807,1.456655465066433,1.196601390838623,3.8064284605138443,-19.76065731048584,-20.177669525146484,-20.177669525146484
646216,888,4127,598.85,156,241.94557792000003,0,1.5455658435821533,-19.381982707977294,0.001,636976,2.0521616341546176,5.438113689422607,4.93828958272934,-19.381982707977294,-19.811296463012695,-19.811296463012695
649150,892,4141,598.89,156,242.02261102000003,0,0.3460147976875305,-19.485865451374643,0.001,639170,1.8404676189638287,2.686553955078125,5.100938892665029,-19.485865451374643,-18.793134689331055,-18.793134689331055
652015,896,4160,597.95,156,242.1603831,0,0.8823903203010559,-19.496849646935097,0.001,642088,1.814386931342337,3.841414213180542,4.895153000314012,-19.496849646935097,-19.00765609741211,-19.00765609741211
654877,900,4178,603.02,156,245.90261952,0,0.36540037393569946,-19.46782201460038,0.001,644966,2.0266794946108915,6.457752704620361,5.124150144985353,-19.46782201460038,-19.992475509643555,-19.992475509643555
657706,904,4196,607.29,156,249.26843863,0,0.15461553633213043,-19.43905861269344,0.001,647837,1.644012049158019,5.786561012268066,4.897656013003805,-19.43905861269344,-19.350343704223633,-19.350343704223633
660624,908,4214,607.9,156,249.25869405999998,0,0.3185447156429291,-19.499625011156965,0.001,650700,1.9363735588530673,10.072552680969238,5.015759588569723,-19.499625011156965,-17.519636154174805,-17.519636154174805
663477,912,4232,608.39,156,249.27892236999998,0,0.15081021189689636,-19.408563796567247,0.001,653585,1.7656191329825932,15.0706148147583,5.407987418980666,-19.408563796567247,-18.42755889892578,-18.42755889892578
665421,916,4246,598.87,156,242.8674419,0,0.16278547048568726,-19.54663773260173,0.001,655793,1.77930009563177,1.8613035678863525,5.019980192184448,-19.54663773260173,-19.865568161010742,-19.865568161010742
668309,920,4263,600.56,156,244.46336284999998,0,0.406646192073822,-19.40427275769392,0.001,658397,1.9706594589616167,2.389705181121826,4.700294878404861,-19.40427275769392,-19.0844669342041,-19.0844669342041
671106,924,4280,600.0,156,243.16831216000003,0,0.7223001718521118,-19.333008641056693,0.001,661201,1.8901818561375836,5.712744235992432,4.862092981359354,-19.333008641056693,-19.302642822265625,-19.302642822265625
672827,928,4294,589.05,156,234.17414354000007,0,0.17770391702651978,-19.320649599121516,0.001,663366,2.0464647213962297,7.7795000076293945,4.8797808999008785,-19.320649599121516,-19.70870590209961,-19.70870590209961
675606,932,4309,588.2,156,234.20431744,0,0.16691723465919495,-19.288296929061584,0.001,665708,1.9223340500284916,1.749894380569458,5.048319412165863,-19.288296929061584,-19.128313064575195,-19.128313064575195
678422,936,4327,587.79,156,234.19380591000004,0,0.33845147490501404,-19.346331014661146,0.001,668514,1.875676848016209,6.092620849609375,4.8991422025688935,-19.346331014661146,-19.53932762145996,-19.53932762145996
681256,940,4345,587.64,156,234.16323594999994,0,0.09496566653251648,-19.44122037070138,0.001,671345,2.139512668997049,2.2213973999023438,4.914231573683875,-19.44122037070138,-19.441650390625,-19.441650390625
684237,944,4363,588.09,156,234.13369283,0,1.0563074350357056,-19.41077453414829,0.001,674260,2.0381312856526046,4.148430824279785,5.045309549983526,-19.41077453414829,-19.55224609375,-19.55224609375
686239,948,4379,580.26,156,227.68659925999998,0,0.3829370141029358,-19.466023685010665,0.001,676794,2.005506708965852,8.62430191040039,4.796561968107165,-19.466023685010665,-18.147706985473633,-18.147706985473633
688203,952,4391,572.13,156,221.13494131999997,0,0.10312927514314651,-19.41399691530395,0.001,678743,2.2266391255172557,5.079459190368652,4.597514860690822,-19.41399691530395,-17.94055938720703,-17.94055938720703
691102,956,4407,573.34,156,220.95663781999997,0,28.398300170898438,-19.485937718377595,0.001,681165,1.8083598298601051,2.5961966514587402,4.877663171291351,-19.485937718377595,-20.624067306518555,-20.624067306518555
693576,960,4423,577.35,156,223.92180975,0,9.566557884216309,-19.510359852691817,0.001,683664,2.05911800291776,3.2925665378570557,4.494060885385086,-19.510359852691817,-19.254474639892578,-19.254474639892578
696447,964,4441,582.29,156,228.46976985999999,0,1.9366751909255981,-19.34500686238321,0.001,686533,2.1748275304307345,2.9105238914489746,4.853427144248834,-19.34500686238321,-20.27350425720215,-20.27350425720215
699403,968,4460,589.8,156,232.5443313,0,0.8079801201820374,-19.350613407849636,0.001,689480,2.178101729513158,5.13029146194458,5.048908844629504,-19.350613407849636,-19.318483352661133,-19.318483352661133
702287,972,4478,588.37,156,232.58222399000002,0,1.3977149724960327,-19.430462845057658,0.001,692384,1.9464675071713042,4.480249881744385,5.080240821675078,-19.430462845057658,-19.10268211364746,-19.10268211364746
705150,976,4496,594.95,156,236.79985386000004,0,8.469114303588867,-19.424134455084456,0.001,695219,2.2885701965851983,2.1434805393218994,4.823206367341517,-19.424134455084456,-19.887428283691406,-19.887428283691406
708087,980,4515,622.41,156,253.83331231000003,0,0.9103989601135254,-19.48298435565331,0.001,698152,2.0093498653961053,5.467102527618408,4.793468361507992,-19.48298435565331,-18.000831604003906,-18.000831604003906
710932,984,4533,648.86,156,270.84999616,0,0.33527863025665283,-19.478146088291222,0.001,701061,1.8737978419420165,6.781102180480957,5.199499603056572,-19.478146088291222,-18.505722045898438,-18.505722045898438
713394,988,4548,671.78,156,284.86570158,0,6.750133514404297,-19.503151491496638,0.001,703488,1.942024744335997,6.816127777099609,4.978488651266125,-19.503151491496638,-20.393226623535156,-20.393226623535156
716508,992,4567,673.58,156,284.8040848,0,0.8131991624832153,-19.512181409200032,0.001,706466,2.2371245206743477,4.585952281951904,4.90686209599177,-19.512181409200032,-18.620180130004883,-18.620180130004883
719406,996,4585,673.91,156,282.67463240000006,0,4.109789848327637,-19.537957913633704,0.001,709336,1.744584500512945,5.089054107666016,4.608682274386503,-19.537957913633704,-17.743986129760742,-17.743986129760742
722468,1000,4605,675.91,156,282.51082387,0,0.5239812135696411,-19.44763827831187,0.001,712420,1.861742198705039,5.238966941833496,5.101438621257214,-19.44763827831187,-18.620203018188477,-18.620203018188477
725550,1004,4625,678.44,156,280.99197786,0,0.22997404634952545,-19.36387264041375,0.001,715634,2.004031103333099,4.999022006988525,5.097747107944393,-19.36387264041375,-19.934370040893555,-19.934370040893555
727778,1008,4639,671.54,156,275.71303962999997,0,0.4346299171447754,-19.17345945168155,0.001,717856,2.097442526208318,2.286219596862793,5.143721140274281,-19.17345945168155,-20.000690460205078,-20.000690460205078
730845,1012,4658,673.68,156,275.53588052,0,0.27098357677459717,-19.152916493733724,0.001,720917,2.4892176864904347,3.701449394226074,4.9859290714263915,-19.152916493733724,-20.235517501831055,-20.235517501831055
733225,1016,4673,678.04,156,278.33517446999997,0,9.129646301269531,-19.15358001666949,0.001,723322,1.689038283799675,1.8640899658203125,5.031631775302992,-19.15358001666949,-19.89291000366211,-19.89291000366211
736175,1020,4692,678.66,156,278.31713422,0,8.800741195678711,-19.150289669879893,0.001,726286,1.792020989342349,11.860535621643066,4.903775799669614,-19.150289669879893,-17.662832260131836,-17.662832260131836
738623,1024,4708,675.17,156,276.55264605,0,0.8812248706817627,-19.213536797434344,0.001,728735,2.1125950346604685,9.48464298248291,4.58367246085456,-19.213536797434344,-19.963563919067383,-19.963563919067383
741636,1028,4726,688.09,156,285.45206802,0,0.37707024812698364,-19.201159713724554,0.001,731705,1.9027937539523494,13.70335865020752,5.116649650017206,-19.201159713724554,-20.358978271484375,-20.358978271484375
744615,1032,4745,690.09,156,285.43920524000004,0,2.0274744033813477,-19.21888556722867,0.001,734691,2.1272324523072963,1.7368199825286865,4.848009080199872,-19.21888556722867,-18.06407928466797,-18.06407928466797
747428,1036,4763,690.06,156,283.46477472000004,0,0.3309655785560608,-19.141502652381295,0.001,737501,2.167726605759351,6.062716007232666,5.059180664442659,-19.141502652381295,-19.747882843017578,-19.747882843017578
750370,1040,4782,691.14,156,283.44190642,0,0.3716570734977722,-19.102762303193003,0.001,740468,2.2495977011028017,2.36954927444458,5.004851285933222,-19.102762303193003,-19.055463790893555,-19.055463790893555
753291,1044,4800,690.54,156,283.45992943,0,2.765293598175049,-19.08973881438538,0.001,743327,2.0607570430317534,4.723652362823486,5.012715835165191,-19.08973881438538,-19.05982208251953,-19.05982208251953
756202,1048,4819,699.63,156,289.8910809,0,1.2667479515075684,-19.199477408543107,0.001,746287,2.404726532711224,4.733729839324951,4.809329802175527,-19.199477408543107,-19.441816329956055,-19.441816329956055
759063,1052,4837,708.6,156,296.47243304,0,0.41444557905197144,-19.06823693032251,0.001,749155,2.1869964592734377,6.480021953582764,4.802168368610065,-19.06823693032251,-18.3747501373291,-18.3747501373291
761859,1056,4854,707.57,156,296.58930680000003,0,10.665388107299805,-19.188203659924593,0.001,751957,2.2377341995213893,7.739179611206055,4.662486785514788,-19.188203659924593,-19.56435775756836,-19.56435775756836
764780,1060,4873,712.04,156,299.73848274,0,0.4989599585533142,-19.25294503875056,0.001,754851,2.388985497551942,14.407282829284668,4.868881746012088,-19.25294503875056,-19.325830459594727,-19.325830459594727
767703,1064,4892,712.56,156,299.75617866,0,0.19554799795150757,-19.16803520461993,0.001,757839,2.176895570922801,9.572997093200684,5.1731626558574,-19.16803520461993,-18.59479522705078,-18.59479522705078
770629,1068,4910,712.26,156,299.83545593,0,1.0001392364501953,-19.187120653303182,0.001,760661,2.046303271689788,5.396335124969482,5.117131354860779,-19.187120653303182,-19.41633415222168,-19.41633415222168
773386,1072,4927,710.99,156,297.99471903000006,0,0.49702903628349304,-19.245189917541293,0.001,763454,2.3758810206886807,8.132012367248535,5.324668241619651,-19.245189917541293,-19.934192657470703,-19.934192657470703
775699,1076,4942,705.49,156,294.29632356,0,0.29021525382995605,-19.207444650452345,0.001,765793,2.1325971881409624,4.995056629180908,5.150773929781606,-19.207444650452345,-18.851102828979492,-18.851102828979492
778631,1080,4960,705.44,156,294.3531031,0,0.5207762122154236,-19.400207112375167,0.001,768666,2.2046144828520564,2.4812135696411133,4.774245454110526,-19.400207112375167,-20.402626037597656,-20.402626037597656
781469,1084,4979,705.37,156,294.39999246,0,8.335794448852539,-19.2826687312741,0.001,771560,2.1108872197792894,4.5892462730407715,5.047793273256296,-19.2826687312741,-20.555185317993164,-20.555185317993164
783495,1088,4994,701.01,156,290.83722206000004,0,42.38666534423828,-19.38868432998657,0.001,774030,2.6135495801060693,8.911290168762207,4.678218468825023,-19.38868432998657,-18.16436767578125,-18.16436767578125
786473,1092,5010,699.65,156,290.95498798999995,0,0.7386759519577026,-19.248858829762074,0.001,776513,2.3720984526700866,3.139838695526123,5.0642491052759455,-19.248858829762074,-19.816179275512695,-19.816179275512695
788907,1096,5028,695.01,156,289.76939609,0,0.594071626663208,-19.346216975972894,0.001,779418,2.1960558429590926,5.0619988441467285,4.990269842944788,-19.346216975972894,-19.058134078979492,-19.058134078979492
791834,1100,5044,693.66,156,289.96828165,0,0.4810084104537964,-19.270512767283844,0.001,781893,2.0604645279058302,3.4156951904296875,4.71275316689575,-19.270512767283844,-19.388864517211914,-19.388864517211914
793881,1104,5057,683.31,156,285.23766811999997,0,0.18860462307929993,-19.319272349430964,0.001,783967,2.851483355304943,5.508788108825684,4.738894009590149,-19.319272349430964,-19.790815353393555,-19.790815353393555
796865,1108,5076,690.87,156,290.50692738000004,0,0.4017755389213562,-19.300888313254728,0.001,786924,2.0876387965686742,11.28310489654541,4.949412140749433,-19.300888313254728,-18.41130256652832,-18.41130256652832
799930,1112,5096,690.85,156,290.56024377,0,1.599823236465454,-19.371057058497236,0.001,790003,2.0266671702931887,3.063045024871826,5.073311534138093,-19.371057058497236,-19.709388732910156,-19.709388732910156
802744,1116,5114,695.19,156,294.19986565000005,0,1.7086427211761475,-19.27643388441239,0.001,792863,2.581425575306973,2.9455740451812744,4.880157508726778,-19.27643388441239,-19.994543075561523,-19.994543075561523
805585,1120,5132,694.1,156,294.21745415000004,0,0.46140018105506897,-19.26631396346622,0.001,795681,2.0591790773284933,4.104186534881592,4.812171879907449,-19.26631396346622,-19.33263397216797,-19.33263397216797
