time/episodes,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/Main_losses,train/MSE_loss,train/MSE_losses,train/RL_loss,train/actor_loss,train/critic_los,train/n_updates,train/learning_rate,train/loss,train/critic_loss,train/Beta
1084,5270,161,850605,823.32,244.49041491,-14.624128512965823,3.6590874195098877,3.5135508335909797,-14.320585250854492,-14.624128512965823,1.1549594402313232,840755,0.001,-14.320585250854492,0.9861988875627085,-0.0
1088,5289,161,853526,817.2,241.15514848000004,-14.571924442039263,3.757270336151123,3.9614224395882296,-14.734903335571289,-14.571924442039263,0.09840041399002075,843676,0.001,-14.734903335571289,1.2711967574506828,-0.0
1092,5309,161,856787,822.86,243.19749960999994,-14.651546163276551,3.259502410888672,3.4206502904653004,-15.022427558898926,-14.651546163276551,0.12108303606510162,846946,0.001,-15.022427558898926,1.4014578954685168,-0.0
1096,5331,161,860291,821.48,243.36268875999997,-14.60812200629959,3.757038116455078,3.3236665758745225,-15.21246337890625,-14.60812200629959,0.16801249980926514,850415,0.001,-15.21246337890625,1.326643997032062,-0.0
1100,5348,161,863105,814.12,239.73501695,-14.54818363401625,3.040167808532715,3.5964439307318794,-12.507394790649414,-14.54818363401625,0.16038979589939117,853197,0.001,-12.507394790649414,1.4421355591324074,-0.0
1104,5371,161,866723,818.71,242.72622138,-14.521790111291736,3.0439891815185547,3.511001450314834,-14.089417457580566,-14.521790111291736,0.1619618833065033,856832,0.001,-14.089417457580566,1.2913424079025548,-0.0
1108,5393,161,870240,817.31,242.92772499000003,-14.601766732691642,3.376044750213623,3.704628682297993,-13.94887924194336,-14.601766732691642,0.07463838160037994,860397,0.001,-13.94887924194336,1.1640728501262434,-0.0
1112,5411,161,872782,817.58,243.36569278000002,-14.7226578924391,3.5103111267089844,3.806390028529697,-15.163774490356445,-14.7226578924391,0.20770007371902466,863199,0.001,-15.163774490356445,0.9913225777447223,-0.0
1116,5429,161,875951,812.98,240.18313968000007,-14.641671656283872,4.049846649169922,3.813670380825012,-13.752385139465332,-14.641671656283872,1.4229238033294678,866093,0.001,-13.752385139465332,1.3584885095663108,-0.0
1120,5449,161,879202,825.38,246.43432153,-14.593250748266216,3.5316336154937744,3.9112463395697805,-15.05327320098877,-14.593250748266216,0.13113056123256683,869336,0.001,-15.05327320098877,1.5354018569850356,-0.0
1124,5468,161,882226,819.72,242.48267783,-14.562932081833054,4.180481910705566,4.045606121585332,-15.09756088256836,-14.562932081833054,0.14443302154541016,872369,0.001,-15.09756088256836,1.3709346494147638,-0.0
1128,5484,161,884868,809.35,236.80548842000005,-14.389916202954181,3.5085484981536865,3.649170488966894,-14.973894119262695,-14.389916202954181,5.181262016296387,874976,0.001,-14.973894119262695,2.0449098611468814,-0.0
1132,5508,161,888679,818.31,240.25749672,-14.273378596079807,3.627129316329956,3.580401152574182,-14.928812980651855,-14.273378596079807,0.5262418985366821,878748,0.001,-14.928812980651855,1.8303490290197275,-0.0
1136,5532,161,892562,820.47,242.21967003999998,-14.186432341125114,3.9417614936828613,3.726262165237302,-14.67651653289795,-14.186432341125114,5.0533270835876465,882603,0.001,-14.67651653289795,1.4972436366349733,-0.0
1140,5551,161,895564,817.0,240.69256888999996,-14.13673273892326,3.38722825050354,3.6591069551712687,-13.450204849243164,-14.13673273892326,5.421937942504883,885611,0.001,-13.450204849243164,1.8523197577736565,-0.0
1144,5570,161,898637,808.47,238.14177779999997,-14.001229186264421,3.3966925144195557,3.5768423987412508,-12.969880104064941,-14.001229186264421,3.5830767154693604,888734,0.001,-12.969880104064941,1.5915510148607652,-0.0
1148,5593,161,902316,809.37,238.15740842,-14.042960173177928,3.6393370628356934,3.789483681516356,-14.82570743560791,-14.042960173177928,0.2321513444185257,892398,0.001,-14.82570743560791,1.5704739907650709,-0.0
1152,5615,161,905890,818.36,242.18131887999994,-13.99223364935981,3.648550271987915,3.677935580147637,-13.325260162353516,-13.99223364935981,0.703123927116394,896024,0.001,-13.325260162353516,2.0255239536530443,-0.0
1156,5637,161,909407,821.42,244.43576415999996,-13.96714444371648,3.76259446144104,3.689963960425281,-13.541071891784668,-13.96714444371648,0.6674600839614868,899576,0.001,-13.541071891784668,1.622594223452282,-0.0
1160,5659,161,912976,829.75,248.38869711999996,-14.061806235152684,3.6485023498535156,3.490994661309746,-14.616128921508789,-14.061806235152684,0.6741118431091309,903115,0.001,-14.616128921508789,1.5626864540024419,-0.0
1164,5681,161,916522,829.62,248.54945961,-14.096077587662933,4.177436351776123,3.505402545355476,-14.489263534545898,-14.096077587662933,2.2313854694366455,906665,0.001,-14.489263534545898,1.983370378298542,-0.0
1168,5704,161,920184,822.88,253.16027225000002,-14.068201523602143,3.5498201847076416,3.5503456684052273,-13.703680038452148,-14.068201523602143,2.7606682777404785,910318,0.001,-13.703680038452148,1.4112058710264836,-0.0
1172,5726,161,923673,823.29,253.20966476,-14.159912845066616,3.757662296295166,3.791507935523987,-14.256803512573242,-14.159912845066616,4.630755424499512,913855,0.001,-14.256803512573242,1.4499529942462617,-0.0
1176,5748,161,927220,823.69,253.29273398,-14.111465019715746,3.8279380798339844,3.5236642780264464,-14.61196231842041,-14.111465019715746,0.1885942816734314,917392,0.001,-14.61196231842041,1.5340455600789173,-0.0
1180,5769,161,930792,832.74,258.46433326000005,-14.16250138812595,3.6041789054870605,3.8515272830371505,-14.451156616210938,-14.16250138812595,1.115216612815857,920867,0.001,-14.451156616210938,1.5729311135666515,-0.0
1184,5793,161,934594,839.89,261.17970981,-14.246622493702878,4.060233116149902,3.63187848829454,-13.047618865966797,-14.246622493702878,0.17718207836151123,924683,0.001,-13.047618865966797,1.456440972785155,-0.0
1188,5810,161,936528,830.02,256.30558919,-14.109791511144394,3.627612829208374,3.69794207964188,-14.39052677154541,-14.109791511144394,4.538032531738281,927514,0.001,-14.39052677154541,1.818694355014043,-0.0
1192,5827,161,940046,832.59,258.23487255,-14.198075323331434,3.5555620193481445,3.8697938785182218,-13.715895652770996,-14.198075323331434,0.82840895652771,930160,0.001,-13.715895652770996,1.5093188593274838,-0.0
1196,5850,161,943618,833.27,258.02781258,-14.06893622612638,3.823782205581665,3.7086176930020036,-13.7777099609375,-14.06893622612638,0.8500320911407471,933783,0.001,-13.7777099609375,1.450397230496031,-0.0
1200,5873,161,947238,841.33,261.8773799,-14.026141054245063,2.704529285430908,3.2265925376175795,-13.94973373413086,-14.026141054245063,1.437152624130249,937408,0.001,-13.94973373413086,1.5834733958778486,-0.0
1204,5895,161,950947,842.24,261.80915148,-13.947734341610387,3.694952964782715,3.7743748153880343,-13.669594764709473,-13.947734341610387,9.067153930664062,941090,0.001,-13.669594764709473,1.4939767453415151,-0.0
1208,5907,161,952886,826.46,253.75179536999997,-14.106125263457603,3.9758901596069336,3.837150213566232,-14.125608444213867,-14.106125263457603,0.3037515878677368,943058,0.001,-14.125608444213867,1.3980855451476188,-0.0
1212,5929,161,955668,828.86,254.935178,-14.094526923030887,4.082649230957031,3.8170031243508014,-12.908018112182617,-14.094526923030887,1.66017746925354,946654,0.001,-12.908018112182617,1.2934695005707708,-0.0
1216,5930,161,955877,799.26,241.69195812,-13.913595835367838,4.002739906311035,4.133266409238179,-14.806652069091797,-13.913595835367838,0.7358554005622864,946855,0.001,-14.806652069091797,1.1224771145110328,-0.0
1220,5937,161,956939,777.37,231.32186070000003,-13.835988385336739,3.807518243789673,3.6721899764878407,-15.242338180541992,-13.835988385336739,0.3741915225982666,947914,0.001,-15.242338180541992,2.2271298217502506,-0.0
1224,5938,161,957167,749.41,218.83261641000004,-13.619385594907014,4.492946147918701,4.251212804213814,-13.315343856811523,-13.619385594907014,3.414318084716797,948127,0.001,-13.315343856811523,2.266907877572205,-0.0
1228,5940,161,957445,725.77,207.81567529,-13.740384054965661,3.785853147506714,4.003345954613607,-13.948869705200195,-13.740384054965661,0.2935103178024292,948430,0.001,-13.948869705200195,2.058161737012469,-0.0
1232,5941,161,957627,689.48,191.62544479000005,-13.700555096501889,3.7027876377105713,3.85342292163683,-13.7474946975708,-13.700555096501889,0.14950507879257202,948613,0.001,-13.7474946975708,2.6956793060121327,-0.0
1236,5942,161,957819,652.57,175.35553153,-13.776159962018331,3.669861316680908,3.6182726621627808,-12.719538688659668,-13.776159962018331,0.39705222845077515,948807,0.001,-12.719538688659668,1.3804710957532127,-0.0
1240,5944,161,958072,625.08,163.39326878000003,-13.81691267830985,3.737159252166748,3.9668926988329205,-13.109825134277344,-13.81691267830985,1.593876838684082,949013,0.001,-13.109825134277344,1.922713809141091,-0.0
1244,5963,161,961926,632.89,166.41526283000002,-13.683670725729758,4.324859619140625,3.592172352335623,-14.40018367767334,-13.683670725729758,0.8206887245178223,952066,0.001,-14.40018367767334,1.8504847115786751,-0.0
1248,5987,161,965920,636.04,166.3716174,-13.673840018456856,3.5172619819641113,3.1644829369376226,-12.608803749084473,-13.673840018456856,1.1822824478149414,955938,0.001,-12.608803749084473,1.329583173556399,-0.0
1252,6008,161,969301,634.11,161.65474186,-13.695826671741626,3.192319631576538,3.5712676357339928,-13.220476150512695,-13.695826671741626,0.5196653604507446,959348,0.001,-13.220476150512695,1.5838751778041127,-0.0
1256,6031,161,972852,634.45,161.56786488,-13.609438593122695,3.3240227699279785,3.1505370685789322,-11.023816108703613,-13.609438593122695,0.33787912130355835,962985,0.001,-11.023816108703613,1.2861147271179492,-0.0
1260,6053,161,976441,634.65,161.36701593,-13.577663986008316,3.5549349784851074,3.3479544421251597,-13.198955535888672,-13.577663986008316,0.6275765299797058,966590,0.001,-13.198955535888672,1.2706022170607651,-0.0
1264,6071,161,979066,625.44,155.94303879999998,-13.642749479447287,3.4859607219696045,3.7544656663105407,-13.801340103149414,-13.642749479447287,0.45571979880332947,969593,0.001,-13.801340103149414,1.3290741912230721,-0.0
1268,6091,161,982511,623.27,154.86827284,-13.627662355449342,3.52172589302063,3.456325399710835,-13.235736846923828,-13.627662355449342,10.17364501953125,972676,0.001,-13.235736846923828,1.6505146439787701,-0.0
1272,6112,161,985886,622.13,154.78942249000002,-13.581684511398601,3.6750621795654297,3.8149198750469173,-12.616743087768555,-13.581684511398601,0.393810510635376,976075,0.001,-12.616743087768555,1.2112345631478059,-0.0
1276,6133,161,989325,621.05,154.81491855,-13.620355623458133,3.932925224304199,3.794789324588819,-14.36087703704834,-13.620355623458133,4.731660842895508,979491,0.001,-14.36087703704834,1.2719755375626283,-0.0
1280,6154,161,992774,619.82,154.73624196999998,-13.757648343428297,4.024026393890381,3.8277707790818747,-13.691131591796875,-13.757648343428297,0.40289005637168884,982957,0.001,-13.691131591796875,1.2534231267171256,-0.0
1284,6176,161,996239,616.45,154.60155595000003,-13.740880056460332,3.8978471755981445,3.7104454567904845,-14.517082214355469,-13.740880056460332,0.17641118168830872,986383,0.001,-14.517082214355469,1.3155899391754227,-0.0
1288,6197,161,999727,631.99,162.69772014999998,-13.862514447728428,4.379082679748535,3.9998047893200446,-14.823514938354492,-13.862514447728428,0.5783861875534058,989889,0.001,-14.823514938354492,1.1588325886757787,-0.0
