time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/std,time/total_timesteps,time/episodes,train/MSE_loss,train/Main_losses,train/ent_coef_loss,train/actor_loss,train/learning_rate,train/critic_loss,train/MSE_losses,train/Beta,train/n_updates,train/loss,train/critic_los,train/ent_coef,train/RL_loss
232,129,343.9431818181818,-107.31697895454545,0.04604298248887062,30267,88,8.871003150939941,3.877430882304907,1.927975228521973,3.877430882304907,0.00073,0.5985501841641963,8.761839345097542,0.0,20224,3.7806873321533203,0.369659960269928,0.0027084473658760544,3.7806873321533203
271,124,365.4891304347826,-106.96454919565217,0.045509811490774155,33625,92,8.281200408935547,4.391912005841732,-0.6532640368677676,4.391912005841732,0.00073,0.31330058828461915,8.637377455830574,0.0,23616,3.8279056549072266,0.1737625151872635,0.00232210439935443,3.8279056549072266
342,116,416.9270833333333,-104.72328303125,0.04412882402539253,40025,96,7.589543342590332,3.2556649446487427,-2.1554238963872194,3.2556649446487427,0.00073,0.13542806438636035,8.264706194400787,0.0,30016,2.7600765228271484,0.1131327822804451,0.0021536864223890007,2.7600765228271484
415,111,464.25,-103.10558057000001,0.04311930760741234,46425,100,7.8775200843811035,2.749282345175743,0.2815485978499055,2.749282345175743,0.00073,0.10417062675696798,7.722275711596012,0.0,36416,3.070704460144043,0.0408080592751503,0.00187537306737795,3.070704460144043
453,109,495.51,-101.52654260000001,0.04327128827571869,49860,104,7.138796806335449,2.9938762802630663,-0.944901657756418,2.9938762802630663,0.00073,0.1953434195020236,7.532700568437576,0.0,39872,2.5166096687316895,0.07849350571632385,0.00203585793133243,2.5166096687316895
520,107,506.1,-100.63286843,0.04314588010311127,55799,108,8.537097930908203,2.6789101622998714,-0.03081635234411806,2.6789101622998714,0.00073,0.09646121435798705,8.724037647247314,0.0,45760,2.4777259826660156,0.02856648713350296,0.00202100450405851,2.4777259826660156
584,105,528.75,-99.56279862,0.04279019683599472,61446,112,9.580705642700195,2.725765297189355,0.7573978600557894,2.725765297189355,0.00073,0.13620519131654873,8.782867297530174,0.0,51456,3.1629257202148438,0.05228981748223305,0.0016636537166050402,3.1629257202148438
623,104,542.01,-97.99263424,0.04236556589603424,64942,116,8.937567710876465,2.4920912105590105,-0.3651240775361657,2.4920912105590105,0.00073,0.0898380022845231,8.48046126961708,0.0,54912,3.478415012359619,0.18333563208580017,0.001591043943335535,3.478415012359619
646,103,557.12,-96.68605351000001,0.04218055680394173,66999,120,8.54879379272461,2.7225025705993176,0.24877327657304704,2.7225025705993176,0.00073,0.13654453586786985,8.681591957807541,0.0,56960,1.4347212314605713,0.0478801466524601,0.0015107414583326317,1.4347212314605713
708,102,607.73,-94.68371780999998,0.04164024442434311,72437,124,8.763072967529297,3.000968176871538,1.5567346445750445,3.000968176871538,0.00073,0.11255447409348562,9.096998184919357,0.0,62400,2.5648984909057617,0.16548368334770203,0.0015105224811122753,2.5648984909057617
715,102,608.09,-94.03800723999998,0.04161921516060829,73032,128,8.969893455505371,3.117482053115964,0.3649544413201511,3.117482053115964,0.00073,0.1907486289856024,9.26343859732151,0.0,63040,2.9287631511688232,0.05521984398365021,0.0014806831004534615,2.9287631511688232
766,101,646.42,-92.00226803999998,0.041222698986530304,77569,132,10.702481269836426,2.962144548073411,0.41957021155394614,2.962144548073411,0.00073,0.18328684015432373,10.080653458833694,-0.0,67584,2.681257486343384,0.11783207952976227,0.0015337222430389374,2.681257486343384
838,100,694.23,-88.57597535999999,0.040450599044561386,83969,136,10.02830696105957,2.7284542564302683,-0.32208481966517866,2.7284542564302683,0.00073,0.1352930060820654,9.515561446547508,-0.0,73984,2.3258914947509766,0.08996047079563141,0.0016107486280816374,2.3258914947509766
861,99,708.76,-87.26271227000002,0.04024166986346245,86025,140,9.56827163696289,2.7790135741233826,0.51101307827048,2.7790135741233826,0.00073,0.1487080224615056,9.595591947436333,-0.0,76032,2.3832783699035645,0.060092903673648834,0.0015780559606355382,2.3832783699035645
916,99,721.01,-85.53113645999998,0.04018562287092209,90896,144,9.689998626708984,2.487970259040594,-0.6470635654404759,2.487970259040594,0.00073,0.10972300381399691,9.942296043038368,-0.0,80896,2.225799560546875,0.10933990031480789,0.0016979809406620916,2.225799560546875
976,98,719.88,-83.64751217999998,0.03966539353132248,96318,148,10.47395133972168,2.3271620590239763,1.2591289994306862,2.3271620590239763,0.00073,0.10810311359819025,10.054663807153702,-0.0,86272,1.2614330053329468,0.04251084476709366,0.0017582035052328138,1.2614330053329468
1032,98,764.6,-80.01197198,0.039449773728847504,101302,152,10.116226196289062,2.2427117563784122,0.7159459013491869,2.2427117563784122,0.00073,0.10523767297854647,9.61137641966343,-0.0,91264,1.9434762001037598,0.0667545348405838,0.0017448550152039388,1.9434762001037598
1091,97,781.86,-76.38926004999999,0.039948806166648865,106440,156,9.234621047973633,1.9913841541856527,-0.003810612950474024,1.9913841541856527,0.00073,0.08640202763490379,9.516879186034203,-0.0,96448,1.6926367282867432,0.08091581612825394,0.0020308256971475203,1.6926367282867432
