time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/ent_coef_loss,train/Beta,train/loss,train/RL_loss,train/ent_coef,train/MSE_loss,train/learning_rate,train/n_updates,train/critic_los,train/MSE_losses,train/Main_losses,train/actor_loss,train/critic_loss
195638,2191,89,486.21,456,486.21,0.18487825989723206,0,-100.24308776855469,-100.24308776855469,0.0066208322532474995,1.39501953125,0.001,195537,0.01232248917222023,1.39501953125,-100.24308776855469,-100.24308776855469,0.01232248917222023
197468,2211,89,488.69,460,488.69,-0.2719150185585022,0,-99.80267333984375,-99.80267333984375,0.0019010407850146294,1.0548663139343262,0.001,197367,0.17147649824619293,1.0548663139343262,-99.80267333984375,-99.80267333984375,0.17147649824619293
199154,2230,89,485.55,464,485.55,-0.3118689954280853,0,-99.91136169433594,-99.91136169433594,0.003482329659163952,1.1784635782241821,0.001,199053,0.010845020413398743,1.1784635782241821,-99.91136169433594,-99.91136169433594,0.010845020413398743
201154,2252,89,485.55,468,485.55,0.5482395887374878,0,-97.89212036132812,-97.89212036132812,0.004591183736920357,1.2427904605865479,0.001,201053,3.5520691871643066,1.2427904605865479,-97.89212036132812,-97.89212036132812,3.5520691871643066
203154,2275,89,485.55,472,485.55,1.1796071529388428,0,-98.51704406738281,-98.51704406738281,0.0020127450115978718,1.1762745380401611,0.001,203053,0.044805966317653656,1.1762745380401611,-98.51704406738281,-98.51704406738281,0.044805966317653656
205154,2297,89,485.55,476,485.55,0.9456552267074585,0,-99.87647247314453,-99.87647247314453,0.006001648027449846,1.2136282920837402,0.001,205053,0.03291527181863785,1.2136282920837402,-99.87647247314453,-99.87647247314453,0.03291527181863785
207154,2320,89,485.55,480,485.55,0.5997207164764404,0,-98.30455017089844,-98.30455017089844,0.004995314404368401,1.3720571994781494,0.001,207053,0.1390131115913391,1.3720571994781494,-98.30455017089844,-98.30455017089844,0.1390131115913391
209101,2342,89,485.02,484,485.02,0.7623500227928162,0,-98.27203369140625,-98.27203369140625,0.0030712876468896866,1.1495802402496338,0.001,209000,0.06968246400356293,1.1495802402496338,-98.27203369140625,-98.27203369140625,0.06968246400356293
210720,2360,89,483.28,488,483.28,0.38493797183036804,0,-99.06446838378906,-99.06446838378906,0.0020582331344485283,1.2392328977584839,0.001,210619,1.5816081762313843,1.2392328977584839,-99.06446838378906,-99.06446838378906,1.5816081762313843
212720,2382,89,483.28,492,483.28,-0.6071835160255432,0,-99.34872436523438,-99.34872436523438,0.00501987524330616,1.3397167921066284,0.001,212619,0.04800063371658325,1.3397167921066284,-99.34872436523438,-99.34872436523438,0.04800063371658325
214574,2403,89,481.82,496,481.82,-0.9316393136978149,0,-98.299560546875,-98.299560546875,0.001803846564143896,1.1308351755142212,0.001,214473,0.03979576379060745,1.1308351755142212,-98.299560546875,-98.299560546875,0.03979576379060745
216247,2422,89,481.27,500,481.27,0.00971829891204834,0,-99.00892639160156,-99.00892639160156,0.0032335526775568724,1.1116278171539307,0.001,216146,0.020003514364361763,1.1116278171539307,-99.00892639160156,-99.00892639160156,0.020003514364361763
218247,2444,89,481.27,504,481.27,1.3884332180023193,0,-97.54896545410156,-97.54896545410156,0.004065453540533781,1.1825796365737915,0.001,218146,0.027513999491930008,1.1825796365737915,-97.54896545410156,-97.54896545410156,0.027513999491930008
219992,2464,89,478.72,508,478.72,-0.5768030881881714,0,-97.51692199707031,-97.51692199707031,0.006547567434608936,1.2427678108215332,0.001,219891,0.13228075206279755,1.2427678108215332,-97.51692199707031,-97.51692199707031,0.13228075206279755
221794,2484,89,476.74,512,476.74,-1.6079366207122803,0,-99.31675720214844,-99.31675720214844,0.003447560826316476,1.16360342502594,0.001,221693,0.07199792563915253,1.16360342502594,-99.31675720214844,-99.31675720214844,0.07199792563915253
223592,2504,89,474.72,516,474.72,-0.9058820009231567,0,-99.46102142333984,-99.46102142333984,0.009478491730988026,1.3265044689178467,0.001,223491,0.045188818126916885,1.3265044689178467,-99.46102142333984,-99.46102142333984,0.045188818126916885
225592,2527,89,474.72,520,474.72,-0.19802311062812805,0,-97.94757080078125,-97.94757080078125,0.0041029974818229675,1.05892813205719,0.001,225491,0.024133700877428055,1.05892813205719,-97.94757080078125,-97.94757080078125,0.024133700877428055
227592,2549,89,474.72,524,474.72,5.3357439041137695,0,-98.73371887207031,-98.73371887207031,0.002712851855903864,1.7704741954803467,0.001,227491,0.017600949853658676,1.7704741954803467,-98.73371887207031,-98.73371887207031,0.017600949853658676
229328,2568,89,472.08,528,472.08,-0.9682861566543579,0,-98.3031005859375,-98.3031005859375,0.005596928298473358,1.453249216079712,0.001,229227,0.027562391012907028,1.453249216079712,-98.3031005859375,-98.3031005859375,0.027562391012907028
231328,2591,89,476.9,532,476.9,-0.16611438989639282,0,-98.9111328125,-98.9111328125,0.002022054046392441,1.4117149114608765,0.001,231227,0.014550204388797283,1.4117149114608765,-98.9111328125,-98.9111328125,0.014550204388797283
233126,2611,89,474.88,536,474.88,1.7767212390899658,0,-98.72771453857422,-98.72771453857422,0.009770958684384823,1.451395869255066,0.001,233025,0.07112392783164978,1.451395869255066,-98.72771453857422,-98.72771453857422,0.07112392783164978
235126,2633,89,474.88,540,474.88,0.5503242015838623,0,-98.08898162841797,-98.08898162841797,0.004894869402050972,1.15000319480896,0.001,235025,0.07497051358222961,1.15000319480896,-98.08898162841797,-98.08898162841797,0.07497051358222961
237126,2655,89,474.88,544,474.88,0.30857303738594055,0,-99.63945007324219,-99.63945007324219,0.004317703191190958,1.1906874179840088,0.001,237025,0.023506296798586845,1.1906874179840088,-99.63945007324219,-99.63945007324219,0.023506296798586845
239126,2678,89,474.88,548,474.88,-0.31440991163253784,0,-98.4858627319336,-98.4858627319336,0.0036957557313144207,1.1783201694488525,0.001,239025,0.05563193932175636,1.1783201694488525,-98.4858627319336,-98.4858627319336,0.05563193932175636
241126,2700,89,474.88,552,474.88,0.07376182079315186,0,-98.71009826660156,-98.71009826660156,0.004397264681756496,1.3579328060150146,0.001,241025,0.0499936006963253,1.3579328060150146,-98.71009826660156,-98.71009826660156,0.0499936006963253
243126,2722,89,474.88,556,474.88,-1.612298846244812,0,-99.78125762939453,-99.78125762939453,0.004383551888167858,1.2152996063232422,0.001,243025,0.008275299333035946,1.2152996063232422,-99.78125762939453,-99.78125762939453,0.008275299333035946
245126,2745,89,476.58,560,476.58,0.7335516214370728,0,-99.73994445800781,-99.73994445800781,0.004393596667796373,1.4370313882827759,0.001,245025,0.029801588505506516,1.4370313882827759,-99.73994445800781,-99.73994445800781,0.029801588505506516
247126,2767,89,479.72,564,479.72,-0.47512081265449524,0,-99.79121398925781,-99.79121398925781,0.004872741177678108,1.167936086654663,0.001,247025,0.03087371028959751,1.167936086654663,-99.79121398925781,-99.79121398925781,0.03087371028959751
249126,2789,89,479.72,568,479.72,0.07230216264724731,0,-98.93138122558594,-98.93138122558594,0.008632002398371696,1.48402738571167,0.001,249025,8.159420013427734,1.48402738571167,-98.93138122558594,-98.93138122558594,8.159420013427734
251126,2812,89,479.72,572,479.72,0.11367210745811462,0,-98.35110473632812,-98.35110473632812,0.002843303605914116,1.1446784734725952,0.001,251025,0.05747198313474655,1.1446784734725952,-98.35110473632812,-98.35110473632812,0.05747198313474655
253126,2834,89,479.72,576,479.72,-0.2357899695634842,0,-99.47737121582031,-99.47737121582031,0.005555782932788134,1.2102930545806885,0.001,253025,0.01910267397761345,1.2102930545806885,-99.47737121582031,-99.47737121582031,0.01910267397761345
255126,2856,89,479.72,580,479.72,-1.131852626800537,0,-99.34654235839844,-99.34654235839844,0.0034712799824774265,1.4290244579315186,0.001,255025,0.04041779786348343,1.4290244579315186,-99.34654235839844,-99.34654235839844,0.04041779786348343
257126,2879,89,480.25,584,480.25,-0.4300505518913269,0,-98.86106872558594,-98.86106872558594,0.004851220175623894,1.288242220878601,0.001,257025,0.05609584599733353,1.288242220878601,-98.86106872558594,-98.86106872558594,0.05609584599733353
259030,2900,89,483.1,588,483.1,0.7573591470718384,0,-99.40693664550781,-99.40693664550781,0.004552610218524933,1.4670153856277466,0.001,258929,0.024816647171974182,1.4670153856277466,-99.40693664550781,-99.40693664550781,0.024816647171974182
260897,2921,89,481.77,592,481.77,0.695697546005249,0,-98.63613891601562,-98.63613891601562,0.005836286582052708,1.4256776571273804,0.001,260796,0.029167989268898964,1.4256776571273804,-98.63613891601562,-98.63613891601562,0.029167989268898964
262897,2943,89,483.23,596,483.23,0.3848801851272583,0,-99.38909912109375,-99.38909912109375,0.006946958135813475,1.5321308374404907,0.001,262796,0.01521751657128334,1.5321308374404907,-99.38909912109375,-99.38909912109375,0.01521751657128334
264897,2966,89,486.5,600,486.5,1.3187601566314697,0,-99.86312866210938,-99.86312866210938,0.006447621155530214,1.5294640064239502,0.001,264796,0.03737415000796318,1.5294640064239502,-99.86312866210938,-99.86312866210938,0.03737415000796318
266897,2988,89,486.5,604,486.5,-0.7506868839263916,0,-98.78550720214844,-98.78550720214844,0.003642157418653369,1.3515377044677734,0.001,266796,0.013271785341203213,1.3515377044677734,-98.78550720214844,-98.78550720214844,0.013271785341203213
268897,3010,89,489.05,608,489.05,-1.145349383354187,0,-98.78848266601562,-98.78848266601562,0.010171604342758656,1.3880947828292847,0.001,268796,0.021941913291811943,1.3880947828292847,-98.78848266601562,-98.78848266601562,0.021941913291811943
270897,3032,89,491.03,612,491.03,0.8704232573509216,0,-98.69706726074219,-98.69706726074219,0.002597358077764511,1.3800628185272217,0.001,270796,0.3084799349308014,1.3800628185272217,-98.69706726074219,-98.69706726074219,0.3084799349308014
272897,3055,89,493.05,616,493.05,0.27875953912734985,0,-99.22652435302734,-99.22652435302734,0.003360184608027339,1.2846405506134033,0.001,272796,0.07188726961612701,1.2846405506134033,-99.22652435302734,-99.22652435302734,0.07188726961612701
274897,3077,89,493.05,620,493.05,-0.38701266050338745,0,-98.9447021484375,-98.9447021484375,0.008957788348197937,1.3443363904953003,0.001,274796,0.08768589794635773,1.3443363904953003,-98.9447021484375,-98.9447021484375,0.08768589794635773
276702,3097,89,491.1,624,491.1,-0.33366310596466064,0,-100.22921752929688,-100.22921752929688,0.005584558937698603,1.6346713304519653,0.001,276601,0.35263916850090027,1.6346713304519653,-100.22921752929688,-100.22921752929688,0.35263916850090027
278702,3120,89,493.74,628,493.74,0.7951511144638062,0,-99.0589370727539,-99.0589370727539,0.005718541331589222,1.35373854637146,0.001,278601,0.10520622879266739,1.35373854637146,-99.0589370727539,-99.0589370727539,0.10520622879266739
280702,3142,89,493.74,632,493.74,0.1765330284833908,0,-99.55685424804688,-99.55685424804688,0.005799517501145601,1.5858995914459229,0.001,280601,0.028227802366018295,1.5858995914459229,-99.55685424804688,-99.55685424804688,0.028227802366018295
282702,3165,89,495.76,636,495.76,-0.7049150466918945,0,-100.9733657836914,-100.9733657836914,0.011552822776138783,1.4967761039733887,0.001,282601,0.009310692548751831,1.4967761039733887,-100.9733657836914,-100.9733657836914,0.009310692548751831
284702,3187,89,495.76,640,495.76,0.1522034853696823,0,-100.775390625,-100.775390625,0.009669246152043343,1.5640068054199219,0.001,284601,0.047484204173088074,1.5640068054199219,-100.775390625,-100.775390625,0.047484204173088074
286702,3210,89,495.76,644,495.76,0.3783634901046753,0,-100.96749877929688,-100.96749877929688,0.014066047966480255,1.5733356475830078,0.001,286601,0.03048439510166645,1.5733356475830078,-100.96749877929688,-100.96749877929688,0.03048439510166645
288702,3232,89,495.76,648,495.76,-0.4846331477165222,0,-101.97331237792969,-101.97331237792969,0.01703985407948494,1.605809211730957,0.001,288601,0.05964558199048042,1.605809211730957,-101.97331237792969,-101.97331237792969,0.05964558199048042
290702,3254,89,495.76,652,495.76,-0.4786468744277954,0,-101.18692779541016,-101.18692779541016,0.0170190017670393,1.3367493152618408,0.001,290601,1.117065668106079,1.3367493152618408,-101.18692779541016,-101.18692779541016,1.117065668106079
292702,3277,89,495.76,656,495.76,-1.5563702583312988,0,-101.0865478515625,-101.0865478515625,0.012620019726455212,1.5116066932678223,0.001,292601,0.11864127218723297,1.5116066932678223,-101.0865478515625,-101.0865478515625,0.11864127218723297
294702,3299,89,495.76,660,495.76,1.1030399799346924,0,-102.96163940429688,-102.96163940429688,0.01066754013299942,1.6349447965621948,0.001,294601,0.027598364278674126,1.6349447965621948,-102.96163940429688,-102.96163940429688,0.027598364278674126
296702,3321,89,495.76,664,495.76,-0.10650552809238434,0,-102.28117370605469,-102.28117370605469,0.01493884902447462,1.511866569519043,0.001,296601,0.03776641935110092,1.511866569519043,-102.28117370605469,-102.28117370605469,0.03776641935110092
298702,3343,89,495.76,668,495.76,0.08849062025547028,0,-103.04317474365234,-103.04317474365234,0.012092404067516327,1.5977152585983276,0.001,298601,1.2521920204162598,1.5977152585983276,-103.04317474365234,-103.04317474365234,1.2521920204162598
