rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/MSE_loss,train/critic_loss,train/learning_rate,train/critic_los,train/Beta,train/n_updates,train/ent_coef,train/ent_coef_loss,train/loss,train/MSE_losses,train/Main_losses,train/RL_loss,train/actor_loss
492.95,89,1335,404,492.95,119878,0.41324231028556824,0.04568443447351456,0.001,0.04568443447351456,-0.0,119777,0.010458513163030148,0.16736850142478943,-95.90719604492188,0.41324231028556824,-95.90719604492188,-95.90719604492188,-95.90719604492188
492.95,89,1357,408,492.95,121878,0.27348071336746216,0.060936104506254196,0.001,0.060936104506254196,-0.0,121777,0.008030028082430363,-0.9213485717773438,-94.91239929199219,0.27348071336746216,-94.91239929199219,-94.91239929199219,-94.91239929199219
492.95,89,1380,412,492.95,123878,0.39012154936790466,0.06461206078529358,0.001,0.06461206078529358,-0.0,123777,0.01022582408040762,-0.5588484406471252,-96.29364013671875,0.39012154936790466,-96.29364013671875,-96.29364013671875,-96.29364013671875
492.95,89,1402,416,492.95,125878,0.27500709891319275,0.4400085508823395,0.001,0.4400085508823395,-0.0,125777,0.005966050084680319,0.4862715005874634,-96.08647155761719,0.27500709891319275,-96.08647155761719,-96.08647155761719,-96.08647155761719
492.95,89,1424,420,492.95,127878,0.30720067024230957,0.05235006660223007,0.001,0.05235006660223007,-0.0,127777,0.0032314411364495754,0.06952756643295288,-95.65780639648438,0.30720067024230957,-95.65780639648438,-95.65780639648438,-95.65780639648438
496.86,89,1447,424,496.86,129878,0.3124656677246094,0.034423112869262695,0.001,0.034423112869262695,-0.0,129777,0.003831691574305296,-0.35645759105682373,-94.17457580566406,0.3124656677246094,-94.17457580566406,-94.17457580566406,-94.17457580566406
496.86,89,1469,428,496.86,131878,0.22841140627861023,0.028694642707705498,0.001,0.028694642707705498,-0.0,131777,0.00466035446152091,-1.188615322113037,-95.53511810302734,0.22841140627861023,-95.53511810302734,-95.53511810302734,-95.53511810302734
496.86,89,1491,432,496.86,133878,0.26332414150238037,4.110523223876953,0.001,4.110523223876953,-0.0,133777,0.005113538354635239,0.3029343783855438,-94.82418823242188,0.26332414150238037,-94.82418823242188,-94.82418823242188,-94.82418823242188
494.69,89,1511,436,494.69,135661,0.38313716650009155,0.029852449893951416,0.001,0.029852449893951416,-0.0,135560,0.003526465967297554,0.5475590229034424,-93.48973846435547,0.38313716650009155,-93.48973846435547,-93.48973846435547,-93.48973846435547
494.69,89,1534,440,494.69,137661,0.2396671324968338,0.02767357975244522,0.001,0.02767357975244522,-0.0,137560,0.0042816828936338425,0.2004527896642685,-94.3472900390625,0.2396671324968338,-94.3472900390625,-94.3472900390625,-94.3472900390625
494.69,89,1556,444,494.69,139661,0.2933501601219177,0.12131506204605103,0.001,0.12131506204605103,-0.0,139560,0.004282123409211636,0.8980228900909424,-94.44385528564453,0.2933501601219177,-94.44385528564453,-94.44385528564453,-94.44385528564453
494.69,89,1578,448,494.69,141661,0.24125361442565918,0.0482158325612545,0.001,0.0482158325612545,-0.0,141560,0.005828404799103737,0.16828209161758423,-95.95637512207031,0.24125361442565918,-95.95637512207031,-95.95637512207031,-95.95637512207031
494.69,89,1600,452,494.69,143661,0.26491478085517883,0.10743293911218643,0.001,0.10743293911218643,-0.0,143560,0.00535624660551548,0.899358868598938,-94.07142639160156,0.26491478085517883,-94.07142639160156,-94.07142639160156,-94.07142639160156
494.69,89,1623,456,494.69,145661,0.22109973430633545,0.011142197996377945,0.001,0.011142197996377945,-0.0,145560,0.005467455368489027,-0.10179150104522705,-95.63539123535156,0.22109973430633545,-95.63539123535156,-95.63539123535156,-95.63539123535156
494.69,89,1645,460,494.69,147661,0.19257980585098267,0.05445855110883713,0.001,0.05445855110883713,-0.0,147560,0.004212773405015469,-0.6384454965591431,-92.85758209228516,0.19257980585098267,-92.85758209228516,-92.85758209228516,-92.85758209228516
494.69,89,1667,464,494.69,149661,0.18048664927482605,0.07843472063541412,0.001,0.07843472063541412,-0.0,149560,0.004335414618253708,-1.0220167636871338,-94.1944580078125,0.18048664927482605,-94.1944580078125,-94.1944580078125,-94.1944580078125
494.69,89,1690,468,494.69,151661,0.49807748198509216,0.09205885231494904,0.001,0.09205885231494904,-0.0,151560,0.01084885187447071,2.802191734313965,-94.68828582763672,0.49807748198509216,-94.68828582763672,-94.68828582763672,-94.68828582763672
